"age","annualincome","calldroprate","callfailurerate","customersuspended","education","gender","homeowner","maritalstatus","monthlybilledamount","complaints","unpaidmonths","timetoexpiration","occupation","penaltytoswitch","lastmonthusage","unpaidbalance","usesinternetservice","usesvoiceservice","outsidecalls","totalcallduration","avgcallduration","churn"
47,141175,0.06,0.01,"Yes","Bachelor or equivalent","Male","Yes","Single",114,3,7,64,"Technology Related Job",311,101,97,"No","No",0.94,3103,1034,"0"
35,147214,0.05,0.01,"Yes","Bachelor or equivalent","Male","Yes","Single",10,0,3,56,"Others",159,410,55,"Yes","No",0.56,2821,705,"1"
72,101886,0,0,"Yes","Master or equivalent","Female","Yes","Married",21,2,2,52,"Non-technology Related Job",196,321,68,"No","No",0.81,222,222,"0"
76,34798,0.01,0.01,"Yes","Bachelor or equivalent","Male","No","Married",87,0,0,31,"Others",114,274,106,"No","No",0.14,4840,537,"0"
12,148399,0.03,0.02,"Yes","High School or below","Female","Yes","Married",112,1,0,98,"Technology Related Job",147,53,66,"Yes","Yes",0.53,5283,880,"0"
56,93452,0.02,0,"Yes","Bachelor or equivalent","Female","Yes","Single",46,3,0,59,"Non-technology Related Job",465,63,80,"No","No",0.15,4541,567,"1"
38,111023,0.01,0.02,"Yes","High School or below","Female","Yes","Single",101,2,7,92,"Technology Related Job",175,107,96,"No","No",0.1,218,218,"1"
16,58605,0.01,0,"Yes","Master or equivalent","Female","Yes","Single",77,1,7,63,"Non-technology Related Job",423,327,235,"No","No",0.48,1971,657,"0"
32,93821,0.01,0.02,"Yes","Bachelor or equivalent","Male","Yes","Single",15,0,4,78,"Non-technology Related Job",81,241,47,"No","No",0.7,1719,859,"1"
51,80285,0.02,0.02,"Yes","High School or below","Female","No","Married",29,0,1,88,"Technology Related Job",97,181,202,"No","No",0.11,5759,719,"0"
40,94679,0.03,0.02,"Yes","PhD or equivalent","Female","Yes","Married",60,1,0,12,"Non-technology Related Job",102,33,47,"No","No",0.47,4309,861,"0"
25,207335,0.02,0.03,"Yes","High School or below","Female","Yes","Married",1,3,2,10,"Technology Related Job",463,140,19,"No","No",0.81,4448,889,"0"
34,9001,0.05,0.01,"Yes","High School or below","Male","Yes","Single",1,0,7,89,"Others",6,116,227,"No","No",0.98,1287,429,"1"
67,26776,0.07,0.01,"Yes","Bachelor or equivalent","Female","Yes","Married",21,3,2,72,"Others",172,137,129,"No","No",0.68,374,374,"0"
26,75483,0.07,0.02,"Yes","High School or below","Female","Yes","Married",52,3,6,79,"Others",379,452,11,"No","No",0.96,1641,234,"1"
77,212823,0.05,0,"Yes","Bachelor or equivalent","Male","Yes","Married",12,1,3,93,"Technology Related Job",229,12,221,"No","No",0.44,5736,819,"0"
38,43554,0.04,0.01,"Yes","High School or below","Female","Yes","Single",107,2,6,67,"Non-technology Related Job",65,329,206,"No","No",0.92,1092,1092,"0"
16,227399,0.06,0.02,"Yes","Bachelor or equivalent","Male","Yes","Single",112,3,7,86,"Technology Related Job",160,344,184,"No","No",0.14,3347,669,"1"
27,163479,0.06,0,"Yes","High School or below","Male","No","Married",57,3,6,97,"Non-technology Related Job",200,47,172,"No","No",0.37,3398,849,"0"
12,177377,0.07,0.02,"No","Master or equivalent","Male","Yes","Married",81,3,1,36,"Others",248,236,185,"No","No",0.46,2497,624,"0"
60,238173,0,0.03,"Yes","Bachelor or equivalent","Female","Yes","Single",49,1,0,57,"Technology Related Job",146,277,30,"No","No",0.14,1285,1285,"0"
29,240697,0.05,0.03,"Yes","High School or below","Male","Yes","Married",113,0,0,80,"Non-technology Related Job",287,155,87,"No","Yes",0.71,1050,1050,"0"
25,7252,0.05,0,"Yes","High School or below","Male","Yes","Single",43,2,4,52,"Others",23,483,1,"No","No",0.07,6405,711,"0"
49,59556,0.05,0.01,"Yes","High School or below","Female","Yes","Single",86,0,6,75,"Others",300,275,204,"No","No",0.5,4345,620,"1"
38,49381,0.06,0.01,"Yes","Bachelor or equivalent","Male","Yes","Married",79,0,1,88,"Technology Related Job",292,161,218,"No","Yes",0.91,7442,744,"0"
35,81065,0.04,0,"Yes","Bachelor or equivalent","Male","Yes","Married",27,3,1,39,"Others",1,480,182,"No","No",0.85,6458,717,"0"
25,83060,0.04,0,"Yes","Bachelor or equivalent","Male","Yes","Single",16,0,1,14,"Non-technology Related Job",48,140,80,"No","No",0.76,6645,830,"1"
71,210434,0.04,0.02,"Yes","PhD or equivalent","Female","No","Single",65,1,2,58,"Non-technology Related Job",94,118,89,"Yes","No",0.48,3257,814,"0"
73,191186,0.02,0,"Yes","Bachelor or equivalent","Female","Yes","Single",0,0,3,84,"Technology Related Job",228,101,48,"No","No",0.46,2299,766,"0"
67,137260,0.04,0.03,"Yes","Bachelor or equivalent","Male","Yes","Married",37,1,6,92,"Technology Related Job",308,159,233,"No","No",0.85,1955,651,"0"
65,178174,0.01,0,"Yes","Master or equivalent","Female","Yes","Single",116,3,1,83,"Others",395,199,112,"No","No",0.44,4764,680,"0"
36,215445,0.07,0.02,"Yes","Bachelor or equivalent","Male","Yes","Married",19,1,6,82,"Non-technology Related Job",15,379,65,"No","No",0.45,5557,1111,"1"
19,66359,0.05,0.03,"Yes","High School or below","Female","Yes","Married",64,0,4,24,"Technology Related Job",312,219,193,"No","No",0.63,5590,798,"1"
32,87978,0.06,0.03,"Yes","High School or below","Male","Yes","Married",5,2,2,61,"Non-technology Related Job",112,245,87,"No","No",0.47,2962,740,"1"
61,188028,0.02,0,"Yes","High School or below","Female","Yes","Married",79,0,3,26,"Others",182,16,235,"No","No",0.91,3125,625,"1"
75,33906,0.03,0.01,"Yes","PhD or equivalent","Female","Yes","Single",55,0,1,29,"Others",151,433,129,"No","No",0,409,409,"0"
51,184049,0.06,0.03,"Yes","High School or below","Male","Yes","Married",41,3,2,84,"Others",43,29,68,"No","No",0.16,2779,694,"1"
74,10755,0.01,0.01,"Yes","High School or below","Male","Yes","Married",58,3,3,13,"Others",278,82,23,"No","No",0.06,676,676,"0"
46,203920,0.01,0,"Yes","Bachelor or equivalent","Female","Yes","Single",58,3,1,62,"Others",319,143,66,"No","No",0,846,846,"0"
36,157336,0.03,0.03,"Yes","High School or below","Female","No","Single",53,0,5,98,"Non-technology Related Job",0,472,197,"No","No",0.34,2405,601,"1"
12,173115,0.04,0.03,"Yes","High School or below","Male","No","Single",84,2,1,5,"Others",119,334,200,"No","No",0.14,1016,508,"1"
30,117184,0.05,0.03,"Yes","Bachelor or equivalent","Female","Yes","Married",22,1,7,86,"Technology Related Job",117,345,19,"No","No",0.37,2222,555,"1"
18,234206,0.02,0.01,"Yes","Bachelor or equivalent","Male","Yes","Married",68,2,7,22,"Non-technology Related Job",460,121,242,"No","No",0.44,441,441,"1"
37,31812,0.04,0.02,"Yes","Bachelor or equivalent","Male","Yes","Married",90,3,2,11,"Non-technology Related Job",0,62,113,"No","No",0.76,3251,812,"0"
14,198350,0.07,0.03,"Yes","Master or equivalent","Male","Yes","Married",108,2,7,31,"Others",190,224,194,"No","No",0.26,1220,406,"0"
22,186291,0.06,0.03,"No","Bachelor or equivalent","Female","Yes","Married",60,1,6,97,"Others",153,215,138,"Yes","No",0.06,4586,655,"0"
69,34012,0.01,0,"Yes","High School or below","Female","Yes","Married",76,0,2,14,"Technology Related Job",462,421,227,"No","No",0.32,3127,1042,"1"
68,50227,0.06,0,"Yes","High School or below","Male","Yes","Married",100,1,3,93,"Technology Related Job",318,344,170,"No","No",0.52,5721,635,"0"
14,25332,0.02,0.03,"Yes","High School or below","Male","Yes","Single",37,2,7,6,"Others",209,414,236,"No","No",0.75,3765,627,"0"
17,7140,0.07,0.01,"Yes","High School or below","Female","No","Single",96,2,2,24,"Technology Related Job",6,218,173,"No","No",0.78,1937,484,"0"
44,22063,0,0.03,"Yes","High School or below","Male","Yes","Single",116,3,6,75,"Technology Related Job",64,10,7,"No","No",0.71,5007,715,"0"
78,158845,0.03,0.03,"Yes","Bachelor or equivalent","Female","Yes","Married",25,1,5,39,"Non-technology Related Job",125,357,232,"No","No",0.23,2261,753,"1"
36,105407,0.01,0,"No","Bachelor or equivalent","Female","Yes","Single",19,2,1,63,"Technology Related Job",110,28,199,"No","Yes",0.84,1581,395,"0"
12,89398,0.01,0.03,"Yes","High School or below","Female","Yes","Married",113,0,0,12,"Technology Related Job",169,305,222,"No","No",0.28,9292,774,"0"
25,87638,0.05,0.02,"Yes","Bachelor or equivalent","Male","Yes","Married",11,0,3,45,"Others",191,62,197,"No","No",0.22,5006,1001,"0"
35,113674,0.01,0.02,"Yes","High School or below","Female","Yes","Single",82,0,7,83,"Non-technology Related Job",157,469,17,"No","No",0.4,3790,758,"1"
27,99527,0.06,0.01,"Yes","Bachelor or equivalent","Female","Yes","Single",82,0,3,97,"Others",215,144,94,"No","No",0.04,5779,825,"1"
41,1764,0.01,0.03,"Yes","Master or equivalent","Male","Yes","Single",32,0,3,69,"Others",258,111,49,"No","No",0.44,5320,591,"0"
72,150482,0.07,0.01,"Yes","Bachelor or equivalent","Male","No","Single",52,3,5,86,"Non-technology Related Job",304,315,34,"No","No",0.61,3646,607,"0"
15,127249,0.01,0.03,"Yes","Master or equivalent","Male","Yes","Single",29,3,2,0,"Non-technology Related Job",26,139,88,"No","No",0.47,3150,787,"0"
33,246700,0.06,0,"Yes","High School or below","Female","Yes","Single",108,2,6,27,"Technology Related Job",234,191,238,"No","No",0.06,3412,853,"0"
68,37627,0.01,0.03,"Yes","Bachelor or equivalent","Female","Yes","Married",5,2,7,25,"Technology Related Job",274,63,246,"No","No",0.7,2883,576,"0"
21,9011,0.06,0,"Yes","High School or below","Female","No","Single",113,0,5,41,"Non-technology Related Job",42,3,195,"No","No",0.23,4187,837,"1"
64,144673,0.07,0.01,"Yes","Bachelor or equivalent","Male","Yes","Single",29,1,5,37,"Non-technology Related Job",277,368,50,"No","No",0.75,3737,533,"0"
77,75818,0.02,0,"Yes","Bachelor or equivalent","Male","Yes","Married",35,0,0,29,"Others",52,80,2,"No","No",0.14,3082,616,"0"
51,140106,0.07,0.02,"Yes","Bachelor or equivalent","Male","Yes","Single",25,2,0,59,"Non-technology Related Job",169,333,151,"Yes","No",0.55,2908,727,"0"
51,73511,0.07,0.01,"Yes","Bachelor or equivalent","Male","Yes","Single",27,2,7,41,"Others",280,233,40,"No","No",0.27,3385,564,"0"
22,150610,0.03,0.02,"Yes","High School or below","Female","Yes","Single",3,1,2,31,"Technology Related Job",103,21,229,"No","No",0.23,2354,784,"0"
77,38648,0.05,0.03,"Yes","Bachelor or equivalent","Male","Yes","Single",21,0,7,50,"Others",495,333,248,"No","No",0.36,1376,458,"1"
42,93576,0.03,0,"Yes","High School or below","Female","Yes","Married",17,3,4,17,"Others",477,437,206,"No","No",0.6,4125,1031,"0"
37,173638,0.03,0.01,"Yes","Bachelor or equivalent","Male","Yes","Married",28,2,4,89,"Technology Related Job",466,497,209,"No","Yes",0.73,3241,810,"0"
22,190123,0.03,0.01,"Yes","High School or below","Male","Yes","Married",77,0,6,21,"Others",292,110,82,"No","No",0.05,4375,625,"1"
70,103564,0.07,0.02,"Yes","High School or below","Female","Yes","Married",97,2,4,49,"Others",270,238,4,"No","No",0.68,2430,607,"0"
54,78753,0.03,0.03,"Yes","Bachelor or equivalent","Female","Yes","Single",7,0,4,86,"Technology Related Job",482,79,71,"No","No",0.91,1285,642,"0"
24,52315,0.05,0.03,"Yes","PhD or equivalent","Female","Yes","Married",19,2,1,68,"Others",263,438,206,"No","Yes",0.78,2621,873,"0"
37,49810,0.05,0.02,"Yes","Master or equivalent","Female","Yes","Single",58,2,1,95,"Technology Related Job",282,168,9,"No","No",0.25,7372,819,"1"
76,120582,0.05,0.02,"Yes","High School or below","Male","Yes","Married",48,1,2,39,"Non-technology Related Job",20,179,23,"No","No",0.94,4525,646,"0"
50,204618,0.05,0.02,"Yes","High School or below","Male","No","Married",117,3,1,66,"Others",361,395,126,"No","No",0.64,5255,875,"0"
72,196567,0.05,0,"Yes","Master or equivalent","Male","Yes","Single",76,3,6,4,"Others",224,262,72,"No","No",0.89,5625,937,"0"
79,57163,0,0.02,"Yes","Bachelor or equivalent","Female","No","Single",40,1,4,52,"Technology Related Job",377,49,3,"No","No",0.36,2332,777,"0"
31,33483,0.02,0.02,"Yes","High School or below","Female","Yes","Married",88,3,6,88,"Non-technology Related Job",409,480,238,"No","No",0.75,1515,505,"0"
60,201432,0.01,0.03,"Yes","PhD or equivalent","Female","Yes","Married",15,3,0,84,"Technology Related Job",79,37,67,"No","No",0.69,5666,944,"0"
47,71194,0.01,0.02,"Yes","High School or below","Female","Yes","Single",114,2,5,23,"Non-technology Related Job",13,277,30,"No","No",0.25,4203,525,"0"
49,160957,0.03,0.02,"Yes","High School or below","Female","No","Married",27,3,3,51,"Others",18,391,196,"No","No",0.7,5728,716,"0"
65,200880,0.04,0.03,"Yes","Bachelor or equivalent","Male","Yes","Married",97,1,0,97,"Others",37,378,231,"No","No",0.81,4883,976,"1"
25,104,0.06,0.03,"Yes","Master or equivalent","Female","No","Married",59,3,2,23,"Technology Related Job",343,302,222,"No","No",0.61,4704,784,"1"
21,20291,0.07,0.03,"No","High School or below","Male","Yes","Married",76,1,2,1,"Others",133,436,103,"No","No",0.59,3950,658,"1"
33,243742,0.07,0.02,"Yes","High School or below","Male","Yes","Single",86,3,5,10,"Technology Related Job",316,474,72,"No","No",0.97,1769,589,"0"
14,116399,0.07,0,"Yes","Master or equivalent","Male","No","Single",45,0,6,47,"Technology Related Job",424,214,221,"No","No",0.44,3267,653,"1"
19,235098,0.07,0.01,"Yes","High School or below","Female","No","Single",101,3,5,24,"Non-technology Related Job",423,462,218,"No","No",0.58,805,402,"1"
49,76381,0.03,0,"Yes","Bachelor or equivalent","Female","Yes","Married",97,1,2,46,"Non-technology Related Job",89,348,137,"No","No",0.18,2853,951,"0"
52,136345,0.06,0.03,"Yes","High School or below","Female","Yes","Single",43,3,7,52,"Others",398,376,79,"No","No",0.5,9817,818,"1"
15,172030,0.04,0,"Yes","Bachelor or equivalent","Female","Yes","Married",79,1,4,5,"Technology Related Job",236,402,57,"No","No",0.51,2023,674,"0"
41,10978,0.01,0.01,"Yes","Bachelor or equivalent","Female","Yes","Married",6,3,7,14,"Others",393,168,17,"No","No",0.84,3198,639,"0"
45,173305,0.02,0,"Yes","Bachelor or equivalent","Female","Yes","Single",79,0,6,16,"Others",251,91,49,"No","No",0.45,3967,991,"0"
20,202505,0.03,0.02,"Yes","High School or below","Male","Yes","Single",83,2,7,76,"Others",9,138,81,"No","No",0.27,5343,667,"1"
62,233683,0.02,0.03,"Yes","High School or below","Male","Yes","Single",5,2,4,38,"Technology Related Job",113,457,233,"No","No",0.85,2394,598,"1"
31,121016,0.01,0.01,"Yes","High School or below","Male","No","Married",39,0,7,10,"Technology Related Job",257,241,213,"No","No",0.36,2752,688,"0"
13,107413,0.02,0.02,"Yes","Master or equivalent","Female","No","Married",118,3,6,90,"Technology Related Job",192,75,65,"No","No",0,5732,818,"0"
67,12539,0.07,0,"Yes","High School or below","Male","Yes","Married",36,3,5,95,"Non-technology Related Job",162,488,56,"No","No",0.24,3092,773,"1"
19,91076,0.06,0,"No","High School or below","Male","Yes","Single",36,1,5,31,"Others",284,0,77,"No","No",0.24,1981,660,"0"
42,227064,0.01,0.02,"Yes","High School or below","Male","No","Single",97,0,1,57,"Non-technology Related Job",27,494,112,"Yes","No",0.06,945,472,"0"
68,202159,0.03,0.02,"Yes","High School or below","Female","Yes","Single",43,0,7,17,"Non-technology Related Job",382,178,210,"No","No",0.03,2617,436,"1"
32,78764,0.06,0,"Yes","High School or below","Female","Yes","Single",32,0,6,16,"Others",476,188,119,"No","No",0.06,5425,775,"1"
40,184278,0.03,0.02,"Yes","High School or below","Female","No","Single",1,0,3,49,"Non-technology Related Job",406,169,211,"No","No",0.02,1892,630,"1"
29,67826,0,0.03,"Yes","High School or below","Female","Yes","Married",96,0,4,50,"Others",264,161,183,"No","No",0.86,1264,421,"0"
73,199095,0.06,0.01,"Yes","Master or equivalent","Female","Yes","Married",119,1,6,15,"Technology Related Job",153,473,197,"No","No",0.64,1921,640,"0"
44,35109,0.04,0,"Yes","High School or below","Female","Yes","Married",107,0,1,44,"Technology Related Job",340,462,169,"No","No",0.1,1208,1208,"0"
17,105506,0,0.03,"Yes","Bachelor or equivalent","Female","Yes","Single",115,1,1,5,"Others",215,240,67,"No","Yes",0.17,1227,1227,"1"
64,81410,0.02,0.03,"Yes","Master or equivalent","Female","Yes","Married",34,3,5,20,"Technology Related Job",169,218,221,"No","Yes",0.19,5905,738,"0"
43,248167,0.01,0.03,"Yes","High School or below","Male","Yes","Single",21,2,5,53,"Others",187,133,228,"No","Yes",0.29,3415,569,"0"
45,125600,0.01,0,"Yes","Bachelor or equivalent","Female","Yes","Married",80,0,3,84,"Technology Related Job",106,439,60,"No","No",0.8,2939,587,"0"
54,231261,0,0.02,"Yes","Bachelor or equivalent","Female","Yes","Married",104,1,5,13,"Non-technology Related Job",495,235,206,"No","No",0.42,4835,805,"0"
65,117907,0.05,0.03,"Yes","High School or below","Male","Yes","Married",104,2,2,10,"Non-technology Related Job",91,376,175,"No","No",0.43,113,113,"0"
22,248678,0.06,0,"Yes","PhD or equivalent","Male","No","Single",59,3,6,7,"Others",39,187,188,"No","No",0.72,5200,742,"1"
61,164131,0.04,0.01,"Yes","High School or below","Female","Yes","Married",105,0,2,4,"Non-technology Related Job",305,139,206,"No","No",0.49,7289,911,"1"
26,162588,0,0,"Yes","Bachelor or equivalent","Female","Yes","Single",25,2,7,95,"Non-technology Related Job",237,205,195,"No","No",0.24,2541,635,"1"
35,223914,0.02,0,"Yes","Master or equivalent","Male","No","Married",14,3,7,20,"Technology Related Job",147,409,110,"Yes","No",0.38,3973,567,"1"
77,2651,0.03,0.03,"Yes","High School or below","Male","Yes","Single",86,2,1,84,"Technology Related Job",432,120,207,"No","No",0.4,3132,626,"1"
57,249793,0.03,0.01,"Yes","High School or below","Male","Yes","Single",40,3,0,10,"Others",118,114,159,"No","No",0.65,1629,407,"0"
27,21207,0.07,0.01,"Yes","Bachelor or equivalent","Female","Yes","Married",104,1,6,19,"Others",3,440,88,"No","Yes",0.84,463,231,"1"
55,176838,0.07,0.01,"Yes","Master or equivalent","Female","No","Single",101,3,7,57,"Others",160,408,228,"No","No",0.63,6110,763,"0"
12,78863,0.05,0,"Yes","High School or below","Female","No","Single",8,3,5,59,"Non-technology Related Job",81,399,237,"No","No",0.4,4167,694,"0"
12,173115,0.04,0.03,"Yes","High School or below","Male","No","Single",84,2,1,5,"Others",119,334,200,"No","No",0.14,3509,701,"1"
55,217840,0,0,"Yes","Bachelor or equivalent","Male","Yes","Single",12,1,0,60,"Others",356,50,176,"Yes","No",0.4,6527,815,"0"
21,59228,0.07,0.01,"Yes","Bachelor or equivalent","Female","Yes","Married",117,1,1,89,"Non-technology Related Job",374,202,112,"No","No",0.4,3055,763,"0"
70,20983,0.06,0.03,"Yes","Bachelor or equivalent","Male","Yes","Single",2,3,5,40,"Technology Related Job",428,133,13,"No","No",0.15,4806,801,"1"
42,220046,0.02,0.01,"Yes","Master or equivalent","Female","No","Married",10,0,5,28,"Technology Related Job",65,464,190,"No","No",0.03,3518,703,"0"
41,102344,0.04,0.03,"Yes","PhD or equivalent","Male","Yes","Married",95,3,0,61,"Others",381,323,186,"No","No",0.44,2288,762,"1"
57,152171,0.07,0.02,"Yes","High School or below","Male","No","Married",119,3,4,35,"Technology Related Job",413,119,187,"No","No",0.73,5962,662,"1"
45,41008,0.01,0.03,"Yes","Bachelor or equivalent","Male","Yes","Single",114,2,3,83,"Non-technology Related Job",435,232,53,"No","No",0.04,3257,542,"0"
37,239934,0.05,0.01,"Yes","Master or equivalent","Female","Yes","Single",64,0,2,1,"Non-technology Related Job",83,242,136,"No","No",0.1,2191,365,"0"
41,96891,0.06,0.03,"Yes","Bachelor or equivalent","Female","Yes","Single",104,3,6,23,"Non-technology Related Job",17,223,40,"No","No",0.08,4000,1000,"1"
52,65189,0.05,0.03,"No","Bachelor or equivalent","Male","Yes","Single",86,1,2,99,"Others",107,18,49,"No","No",0,3076,615,"0"
17,28524,0.05,0.03,"Yes","High School or below","Female","Yes","Married",65,2,1,31,"Technology Related Job",196,49,25,"No","No",0.68,5167,861,"1"
63,163921,0.01,0.03,"Yes","Master or equivalent","Female","Yes","Single",94,2,5,11,"Non-technology Related Job",143,385,91,"No","No",0.76,4937,822,"0"
37,35889,0.04,0,"Yes","High School or below","Female","Yes","Single",72,0,6,19,"Non-technology Related Job",286,38,68,"No","No",0.95,2309,577,"1"
30,213056,0.06,0.03,"Yes","High School or below","Male","No","Married",72,1,5,46,"Others",380,485,183,"No","No",0.48,3867,966,"0"
57,71394,0.02,0.01,"Yes","High School or below","Male","Yes","Single",13,3,4,64,"Others",140,144,177,"No","No",0.72,3743,623,"0"
28,84486,0.04,0.03,"Yes","Bachelor or equivalent","Female","Yes","Married",16,0,5,30,"Others",352,255,114,"No","No",0.64,3991,997,"0"
23,181802,0.01,0.03,"Yes","Master or equivalent","Male","No","Single",16,2,1,79,"Others",120,395,91,"No","No",0.78,2218,739,"0"
48,195615,0,0.01,"Yes","PhD or equivalent","Male","Yes","Single",34,2,3,14,"Others",387,92,22,"No","No",0.96,144,144,"0"
66,3608,0.05,0.02,"Yes","Bachelor or equivalent","Male","Yes","Single",107,2,5,61,"Others",57,123,74,"No","No",0.5,4902,544,"0"
18,43207,0.04,0,"Yes","Bachelor or equivalent","Male","Yes","Married",67,0,6,8,"Non-technology Related Job",438,369,86,"Yes","No",0.69,1152,1152,"1"
49,221278,0.01,0.02,"Yes","High School or below","Male","Yes","Married",37,3,2,46,"Others",449,488,57,"No","No",0.42,3747,936,"0"
42,133834,0,0,"Yes","High School or below","Male","Yes","Married",70,1,2,14,"Non-technology Related Job",169,52,232,"No","No",0.89,1266,1266,"1"
63,173433,0.07,0.02,"Yes","High School or below","Male","Yes","Single",30,2,3,61,"Others",51,298,244,"No","No",0.08,1431,715,"1"
70,141180,0.03,0,"Yes","High School or below","Female","Yes","Single",6,0,4,29,"Others",58,156,246,"No","No",0.02,4345,724,"1"
27,167741,0,0.03,"Yes","High School or below","Female","Yes","Single",54,3,7,28,"Non-technology Related Job",329,449,156,"No","No",0.69,2788,929,"0"
29,71511,0.03,0.01,"Yes","High School or below","Female","Yes","Married",59,2,7,79,"Non-technology Related Job",445,241,73,"No","No",0.19,5342,763,"0"
68,160710,0.03,0.02,"Yes","PhD or equivalent","Male","No","Married",116,3,7,13,"Non-technology Related Job",454,365,24,"No","No",0.7,2736,912,"1"
59,218538,0.04,0.02,"Yes","High School or below","Female","Yes","Married",71,1,0,65,"Technology Related Job",398,302,236,"No","No",0.04,4623,770,"0"
50,188240,0.06,0.03,"Yes","High School or below","Male","Yes","Married",3,0,4,97,"Technology Related Job",304,493,181,"No","No",0.54,2887,962,"0"
55,78324,0.05,0.02,"Yes","High School or below","Female","Yes","Single",28,3,4,80,"Non-technology Related Job",492,72,30,"No","No",0.57,3797,542,"0"
20,98295,0,0,"Yes","High School or below","Male","Yes","Single",55,1,6,78,"Technology Related Job",332,119,227,"No","No",0.65,3965,660,"0"
45,62338,0.05,0.01,"Yes","Master or equivalent","Female","Yes","Married",85,2,3,67,"Others",499,289,231,"No","No",0.23,3795,948,"1"
54,137455,0.07,0.03,"Yes","Master or equivalent","Male","Yes","Single",44,0,1,67,"Others",188,471,231,"No","No",0.25,442,221,"0"
25,200317,0.04,0.02,"Yes","Master or equivalent","Male","Yes","Single",35,3,6,81,"Technology Related Job",1,110,96,"No","No",0.77,3606,601,"1"
64,5586,0.02,0,"Yes","Bachelor or equivalent","Female","Yes","Single",25,0,1,63,"Others",403,397,194,"No","No",0.27,3745,624,"0"
59,94563,0.04,0.03,"Yes","High School or below","Male","Yes","Single",47,0,2,74,"Others",255,158,231,"No","No",0.9,6966,870,"0"
60,203796,0,0,"Yes","High School or below","Male","Yes","Single",86,3,4,4,"Others",307,269,190,"No","No",0.55,1259,629,"1"
65,216665,0.03,0.02,"Yes","High School or below","Female","Yes","Married",21,1,1,70,"Others",404,294,133,"No","No",0.69,4591,918,"0"
54,74937,0,0,"Yes","Bachelor or equivalent","Female","No","Single",27,2,3,57,"Technology Related Job",84,348,74,"No","No",0.16,907,302,"0"
30,179125,0.05,0,"Yes","High School or below","Female","Yes","Single",6,1,0,95,"Technology Related Job",272,147,81,"No","No",0.46,868,434,"0"
60,244946,0.02,0.03,"Yes","High School or below","Male","Yes","Married",51,2,2,3,"Non-technology Related Job",463,225,192,"No","No",0.97,2766,922,"0"
75,154924,0.03,0.02,"Yes","Bachelor or equivalent","Male","Yes","Married",56,2,0,2,"Others",376,360,218,"No","No",0.06,60,60,"0"
49,130413,0.07,0.01,"Yes","High School or below","Female","Yes","Married",82,0,7,23,"Non-technology Related Job",319,278,50,"No","No",0.1,1355,451,"0"
79,123312,0.01,0.03,"Yes","Bachelor or equivalent","Male","Yes","Single",23,2,6,68,"Others",35,478,126,"Yes","No",0.07,4533,755,"0"
15,137653,0.05,0.01,"Yes","High School or below","Female","Yes","Married",116,0,0,53,"Others",397,394,216,"No","No",0.92,420,210,"0"
25,14270,0.03,0.01,"Yes","Bachelor or equivalent","Female","Yes","Single",10,2,1,82,"Others",485,13,174,"No","No",0.11,5619,936,"1"
61,234857,0.05,0,"Yes","High School or below","Female","Yes","Single",82,0,6,51,"Non-technology Related Job",106,491,196,"No","No",0.66,5235,581,"0"
70,93030,0.04,0.03,"Yes","Bachelor or equivalent","Female","Yes","Single",112,2,1,96,"Technology Related Job",182,333,19,"No","No",0.8,4096,1024,"0"
54,133193,0.05,0.03,"Yes","High School or below","Male","Yes","Single",47,3,0,37,"Others",59,69,246,"No","No",0.93,1295,1295,"1"
54,102595,0.07,0.03,"Yes","High School or below","Male","No","Married",105,1,5,86,"Others",233,182,176,"No","No",0.62,2113,704,"0"
75,182881,0.01,0.01,"Yes","High School or below","Female","Yes","Married",96,3,5,36,"Technology Related Job",297,50,4,"No","No",0.43,2302,1151,"0"
62,112666,0.01,0.01,"Yes","High School or below","Female","Yes","Married",3,0,5,65,"Others",389,30,144,"No","No",0.79,1816,605,"0"
78,109075,0.01,0.02,"Yes","PhD or equivalent","Male","Yes","Single",37,3,1,92,"Non-technology Related Job",24,329,53,"No","No",0.63,782,260,"1"
27,70994,0.02,0.02,"Yes","Bachelor or equivalent","Male","No","Single",9,0,1,60,"Others",345,132,214,"No","No",0.68,1233,246,"0"
17,181908,0.07,0.02,"Yes","High School or below","Female","Yes","Single",38,2,2,64,"Technology Related Job",430,383,188,"No","No",0.09,4916,983,"1"
24,207764,0,0.03,"Yes","Bachelor or equivalent","Female","Yes","Married",100,1,3,16,"Technology Related Job",453,147,59,"No","No",0.14,1567,783,"0"
27,168486,0.05,0.03,"Yes","Bachelor or equivalent","Male","Yes","Married",32,0,1,34,"Others",333,476,79,"No","No",0.17,3840,960,"1"
28,82290,0.03,0.01,"Yes","High School or below","Female","Yes","Single",9,2,5,15,"Technology Related Job",179,228,69,"No","No",0.27,4596,919,"1"
73,215474,0.05,0,"Yes","High School or below","Male","No","Married",114,3,3,85,"Others",210,374,142,"No","No",0.74,2010,670,"1"
27,7340,0,0.03,"Yes","Bachelor or equivalent","Male","Yes","Single",115,3,1,65,"Non-technology Related Job",133,85,70,"No","No",0.25,4715,943,"0"
29,204254,0.04,0.02,"No","High School or below","Male","Yes","Single",40,0,2,13,"Others",492,271,57,"Yes","No",0.17,3754,750,"1"
20,94033,0.05,0.01,"Yes","Bachelor or equivalent","Male","No","Single",58,0,5,48,"Others",202,217,243,"No","No",0.33,8894,808,"0"
