zu_zahlender_zins,darlehenssumme,rueckzahldauer,einkommen_monat,haus,oeffentliche_mahnverfahren_10_Jahre,kreditanfrage_6_monate,offene_forderungen,anzahl_kredite,ratio_schulden_zu_einkommen,monatliches_payment,investoren,investment_freunde,ausfall
0.2725,7000,36,6007.5,False,0,1,0,13,0.32,286.72,198,0.0,0
0.1189,7000,36,4166.666667,True,0,3,0,9,0.23,232.13,228,0.0,0
0.2399,5000,36,2916.666667,False,0,3,0,8,0.35,196.14,94,0.0,1
0.085,3000,36,750.0,False,0,0,0,4,0.68,94.7,70,0.0,0
0.2165,17500,36,8916.666667,True,0,3,0,18,0.29,665.17,212,0.0,0
0.1346,15000,36,2888.833333,True,0,1,0,16,0.48,508.74,220,0.0,0
0.1001,15000,36,6666.666667,False,0,1,0,15,0.15,484.08,387,0.0,0
0.3099,4000,36,8312.5,False,0,0,2,16,0.21,171.98,43,0.0,0
0.2599,6000,36,4283.333333,False,1,1,0,3,0.12,241.71,12,0.0,0
0.2468,4000,60,9583.333333,False,2,3,0,7,0.14,116.66,59,0.0,1
0.23,25000,36,7425.0,True,1,9,0,11,0.33,967.74,325,0.0,1
0.155,25000,60,8084.166667,True,0,3,0,6,0.15,601.33,144,0.0,0
0.0724,7000,12,2750.0,True,0,0,0,14,0.33,606.46,135,0.0,0
0.25,3500,36,3041.666667,True,2,3,12,7,0.18,139.16,62,0.0,0
0.071,1200,36,2916.666667,False,0,0,0,13,0.3,37.11,36,0.0,0
0.3199,3000,36,1833.333333,False,0,0,0,2,0.12,130.65,32,0.0,1
0.1627,5000,36,4916.666667,False,0,0,3,6,0.14,176.45,59,0.0,0
0.2399,9500,36,15000.0,False,1,2,3,9,0.11,372.66,75,0.0,0
0.1396,7000,60,3583.333333,False,0,1,0,5,0.1,162.73,69,0.0,1
0.165,5000,36,4541.666667,True,0,1,1,8,0.18,177.02,111,0.0,1
0.13,4000,36,3166.666667,True,0,0,0,8,0.38,134.78,131,0.0,0
0.16,4000,36,4583.333333,True,0,4,1,3,0.15,140.63,114,0.0,1
0.0708,4000,36,5666.666667,True,0,4,0,5,0.03,123.65,162,0.0,0
0.2599,7500,36,2916.666667,False,0,0,0,7,0.18,302.14,22,0.0,0
0.0864,18800,36,7885.333333,True,0,0,0,11,0.21,594.69,323,0.0,0
0.1799,3000,36,1833.333333,False,1,0,0,1,0.07,108.44,57,0.0,1
0.1499,5000,36,5583.333333,False,0,1,0,18,0.24,173.3,58,0.0,0
0.3177,4000,36,7500.0,False,0,0,2,11,0.2,173.71,37,0.0,0
0.07,2025,36,1250.0,False,0,0,0,3,0.09,62.53,104,0.0,0
0.2999,4000,36,7000.0,True,0,7,0,13,0.35,169.78,22,0.0,0
0.0649,2000,12,5000.0,False,0,1,0,9,0.08,172.58,42,0.0,0
0.1949,2500,36,4750.0,False,0,1,0,3,0.11,92.26,63,0.0,0
0.1635,5400,36,4583.333333,False,0,0,1,6,0.38,190.78,151,0.0,0
0.16,3000,36,6583.333333,True,1,6,0,14,0.26,105.47,145,0.0,0
0.2599,2500,36,3603.0,True,1,1,4,5,0.21,100.71,52,0.0,1
0.1219,8500,60,7916.666667,False,0,0,0,7,0.07,189.89,154,0.0,0
0.2108,1000,36,1732.416667,True,0,0,0,15,0.8,37.72,2,0.0,0
0.3177,4000,36,14333.333333,False,0,3,0,8,0.14,173.71,12,0.0,0
0.29,3500,36,4333.333333,True,0,4,0,13,0.31,146.67,51,0.0,1
0.262,5000,36,1300.0,False,1,2,0,8,0.66,201.99,51,0.0,1
0.3099,3000,36,1250.0,True,0,2,3,3,0.63,128.99,16,0.0,1
0.1545,3000,36,3103.166667,True,0,6,1,5,0.31,104.66,145,0.0,0
0.0999,1100,36,666.666667,False,0,0,2,6,0.31,35.49,1,1000.0,0
0.29,2000,36,3614.666667,False,2,18,17,5,0.22,83.81,20,0.0,1
0.1248,6500,36,2500.0,True,0,0,0,9,0.33,217.39,189,0.0,1
0.3177,2000,36,5166.666667,False,1,0,2,13,0.38,86.85,30,0.0,1
0.3099,7500,36,3025.75,False,0,2,0,11,0.32,322.47,57,0.0,1
0.28,7500,36,3416.666667,False,3,9,0,4,0.3,310.23,63,0.0,1
0.2099,18000,36,3409.75,True,1,3,0,7,0.32,678.06,512,0.0,1
0.17,3000,36,5290.666667,False,3,3,0,9,0.25,106.96,59,0.0,1
0.2699,5000,36,7083.333333,True,0,2,0,13,0.25,204.1,34,0.0,0
0.177,15000,36,2908.5,False,0,8,0,13,0.35,540.03,179,0.0,0
0.35,3000,36,3900.0,False,0,1,1,5,0.13,0.0,17,0.0,0
0.13,22000,36,9967.583333,True,0,1,0,5,0.22,741.27,349,0.0,0
0.0655,7000,36,9166.666667,True,0,0,0,7,0.07,214.7,105,0.0,0
0.25,3000,36,6916.666667,True,0,0,6,6,0.12,119.28,87,0.0,0
0.29,2500,36,4520.833333,True,3,13,1,14,0.2,104.76,29,0.0,1
0.17,5000,36,5338.5,True,0,1,0,4,0.14,178.26,50,0.0,0
0.13,10000,36,3333.333333,False,0,1,0,12,0.36,336.94,272,0.0,0
0.152,15000,60,17500.0,True,0,6,0,11,0.29,358.43,129,0.0,0
0.24,9999,36,5250.0,False,1,1,0,7,0.24,392.29,203,0.0,1
0.149,10000,36,2175.0,False,0,0,0,4,0.21,346.16,251,0.0,0
0.1045,7499,36,4416.666667,False,0,0,1,3,0.07,243.56,135,0.0,0
0.13,9000,36,3750.0,True,0,1,0,20,0.46,303.25,370,0.0,1
0.1224,2000,12,7083.333333,True,0,1,0,7,0.08,0.0,23,0.0,0
0.201,3000,36,4333.333333,False,0,2,1,6,0.16,111.64,91,0.0,1
0.24,12000,36,5250.0,True,1,1,0,15,0.41,412.37,206,0.0,1
0.228,4600,36,3500.0,True,0,1,0,7,0.16,177.59,83,0.0,1
0.116,9900,36,5750.0,True,0,13,0,9,0.13,326.93,137,0.0,1
0.22,3900,36,2166.666667,False,0,4,1,6,0.21,148.94,88,0.0,0
0.29,3000,36,6666.666667,True,0,3,7,5,0.08,125.72,32,0.0,0
0.0565,3500,12,3833.333333,False,0,0,0,8,0.17,300.67,73,0.0,0
0.2916,4000,60,5083.333333,True,0,1,0,15,0.34,127.36,9,0.0,1
0.092,6000,36,3241.666667,True,0,0,0,7,0.24,191.36,239,0.0,0
0.2,5000,36,9166.666667,True,0,4,1,12,0.14,185.82,59,0.0,1
0.19,6000,36,3000.0,True,1,5,0,12,0.25,219.94,121,0.0,0
0.17,9000,36,3000.0,False,0,0,2,2,0.11,320.87,220,0.0,0
0.1943,1315,36,3750.0,True,2,1,0,4,0.04,48.49,74,25.0,0
0.2489,15000,60,7508.333333,True,0,2,0,17,0.18,439.3,258,0.0,0
0.2084,2500,36,3333.333333,True,0,1,0,11,0.18,93.98,116,0.0,0
0.2045,9000,60,5416.666667,True,0,0,0,11,0.21,240.7,7,0.0,0
0.155,6000,36,9326.166667,True,0,8,3,5,0.24,209.46,111,0.0,1
0.2049,15000,36,11666.666667,True,0,6,0,16,0.26,561.21,28,0.0,1
0.11,1500,36,3250.0,True,1,4,0,12,0.14,49.11,79,0.0,0
0.0619,5000,36,2916.666667,False,0,0,0,6,0.15,152.54,171,0.0,0
0.1699,7500,36,18333.333333,True,1,0,0,23,0.16,267.36,61,0.0,0
0.2969,4000,36,3466.666667,False,0,7,4,6,0.22,169.13,5,0.0,1
0.2452,2000,36,2158.333333,False,0,3,0,3,0.22,79.01,34,0.0,0
0.11,2500,36,4583.333333,False,0,1,1,4,0.16,81.85,143,0.0,0
0.22,6000,36,2500.0,True,4,1,0,3,0.3,229.14,124,0.0,1
0.2916,4000,60,2458.333333,False,4,0,0,8,0.29,127.36,67,0.0,1
0.2639,4000,36,7875.0,False,0,1,0,17,0.26,161.99,1,0.0,0
0.08,1500,36,4333.333333,True,0,0,0,5,0.08,47.0,29,0.0,0
0.1626,5000,36,5416.666667,True,0,0,0,3,0.06,176.43,79,0.0,0
0.1177,15000,12,73333.333333,True,0,0,0,14,0.07,1331.12,115,0.0,0
0.1414,1000,36,1589.0,True,0,0,0,10,0.81,34.25,68,0.0,0
0.143,5000,36,5000.0,False,1,1,0,10,0.17,169.15,156,0.0,0
0.295,3000,36,3355.75,False,0,1,0,8,0.14,126.53,85,0.0,1
0.23,5000,36,5000.0,True,0,0,0,12,0.41,193.55,150,0.0,0
0.2798,1000,36,2000.0,True,0,3,11,3,0.03,41.35,10,0.0,0
0.1695,9700,36,5850.0,True,1,6,0,12,0.47,345.59,19,0.0,1
0.19,4000,36,791.666667,False,0,1,0,2,0.22,146.62,149,0.0,0
0.1458,7500,12,8118.0,True,0,0,0,25,0.37,675.45,118,0.0,0
0.2499,3000,12,2666.666667,False,0,0,0,1,0.13,285.12,30,0.0,0
0.1925,8600,36,5416.666667,False,0,5,0,14,0.28,316.33,290,0.0,0
0.2,5000,36,11666.666667,False,0,5,0,7,0.04,185.82,88,0.0,0
0.115,7400,36,3758.333333,True,0,0,1,7,0.36,244.02,127,0.0,0
0.143,10000,36,3333.333333,False,0,1,0,11,0.17,343.24,355,0.0,0
0.35,4000,36,3333.333333,False,0,6,0,5,0.36,180.94,21,0.0,0
0.2039,10000,60,1666.666667,False,0,0,0,1,0.16,267.11,99,0.0,1
0.1395,5000,36,3583.333333,True,0,9,0,9,0.37,170.77,123,0.0,1
0.2245,5000,36,5833.333333,False,1,1,0,7,0.12,192.12,160,0.0,0
0.35,2232,36,4000.0,True,1,2,22,3,0.06,100.97,26,0.0,1
0.3134,4000,36,7250.0,False,1,14,0,12,0.14,172.76,1,0.0,0
0.2561,10000,36,2500.0,True,0,0,0,20,0.45,400.83,169,0.0,0
0.2468,15000,60,4166.666667,False,0,0,0,25,0.62,437.46,162,0.0,0
0.24,3700,36,15416.666667,True,0,3,0,21,0.23,3.36,45,0.0,0
0.1825,20000,36,5833.333333,True,0,3,0,24,0.53,725.56,449,0.0,1
0.3495,7000,36,4166.666667,False,0,2,0,10,0.18,316.45,98,0.0,1
0.3099,3500,36,3987.083333,False,0,0,0,13,0.25,150.48,7,0.0,0
0.2,1700,36,4833.333333,True,0,0,0,10,0.25,63.18,22,0.0,0
0.201,10000,36,5416.666667,True,0,0,1,6,0.19,372.15,319,0.0,1
0.3125,4000,36,7500.0,True,1,2,0,8,0.39,172.56,37,0.0,1
0.2,1990,36,936.666667,False,0,2,0,9,1.0,73.96,29,0.0,1
0.3199,7000,36,3500.0,False,0,1,0,7,0.35,304.84,100,0.0,0
0.0929,5000,12,4120.0,False,0,0,0,5,0.29,437.93,42,0.0,0
0.1449,5000,36,2333.333333,False,0,1,0,12,0.16,172.08,100,0.0,1
0.215,2500,36,3224.0,False,1,2,1,5,0.14,94.83,71,0.0,0
0.241,3500,36,5083.333333,False,1,1,1,5,0.18,70.51,78,0.0,0
0.1299,12000,36,6666.666667,False,1,3,0,2,0.12,404.27,140,0.0,0
0.1515,2000,36,2333.333333,False,0,0,0,5,0.12,69.48,49,0.0,0
0.17,3500,36,4515.0,False,0,1,0,8,0.28,124.78,174,0.0,0
0.0845,10000,36,13166.666667,True,0,0,0,9,0.05,315.44,323,0.0,0
0.08,5800,36,2666.666667,True,0,0,0,9,0.32,181.75,129,0.0,0
0.2999,4000,36,3166.666667,False,0,3,0,17,0.32,169.78,19,0.0,1
0.1894,1200,36,2083.333333,True,0,3,0,15,0.24,43.95,55,0.0,0
0.2999,4000,36,3333.333333,False,1,1,0,23,0.53,169.78,16,0.0,1
0.2216,3001,36,0.083333,True,0,13,0,6,10.01,114.86,78,0.0,1
0.11,24999,36,8333.333333,True,0,0,0,14,0.31,818.44,667,100.0,0
0.2511,5000,36,8333.333333,False,0,0,0,5,0.12,199.09,7,0.0,1
0.27,7500,36,7750.0,True,0,7,0,23,0.43,306.19,67,0.0,1
0.29,3500,36,3333.333333,False,0,5,1,6,0.3,146.67,48,0.0,1
0.315,1000,36,2500.0,False,0,1,0,5,0.25,43.28,22,0.0,0
0.23,1000,36,11333.333333,True,0,7,0,14,0.25,38.71,53,0.0,1
0.139,8901,36,10416.666667,True,0,1,0,9,0.26,303.77,150,0.0,0
0.2346,4000,36,2083.333333,False,1,0,0,8,0.33,155.8,22,0.0,0
0.1,1100,36,0.083333,False,0,3,0,8,10.01,35.49,25,500.0,0
0.3177,4000,36,6000.0,True,1,1,0,7,0.2,173.71,42,0.0,0
0.102,12000,36,5000.0,True,0,0,0,17,0.53,388.33,402,0.0,0
0.35,2000,36,3108.333333,True,0,1,0,17,0.55,90.47,20,0.0,0
0.11,1000,36,8166.666667,True,0,0,0,10,0.31,32.74,6,0.0,0
0.1029,13000,36,3798.083333,False,0,0,0,2,0.19,421.25,159,525.8,0
0.2625,2500,36,5620.833333,True,0,1,1,15,0.25,101.06,78,0.0,0
0.1285,15000,36,10000.0,True,0,4,0,8,0.16,497.91,450,0.0,0
0.166,25000,60,9916.666667,True,0,2,0,10,0.18,615.95,1,0.0,0
0.1665,6000,36,6250.0,True,0,2,0,5,0.12,212.87,197,0.0,1
0.1495,24000,36,5000.0,True,1,10,0,5,0.33,831.38,597,250.0,1
0.3134,4000,36,1750.0,False,0,1,0,8,0.6,172.76,43,0.0,1
0.1511,2000,36,4025.0,True,1,1,0,8,0.14,69.44,34,0.0,1
0.1579,15000,60,5416.666667,True,0,0,0,14,0.29,363.1,1,0.0,0
0.092,5500,36,5500.0,False,0,1,0,9,0.13,175.41,156,0.0,0
0.239,3500,36,4500.0,False,0,3,0,11,0.17,137.13,105,0.0,1
0.2599,2000,36,3000.0,False,0,0,0,9,0.23,80.57,42,0.0,1
0.12,5000,36,8083.333333,True,0,1,0,15,0.11,166.07,275,0.0,0
0.316,7500,36,6250.0,True,0,5,0,16,0.33,324.99,54,0.0,1
0.1576,2000,12,5208.333333,True,1,5,0,5,0.06,181.23,44,0.0,0
0.0685,3000,36,3333.333333,False,0,1,0,5,0.2,92.43,2,1925.0,0
0.3125,4000,36,9166.666667,True,0,1,2,9,0.18,172.56,33,0.0,1
0.2185,4900,36,6666.666667,True,2,3,0,8,0.24,186.75,153,0.0,0
0.066,1000,36,3751.833333,True,0,3,0,14,0.15,30.69,3,0.0,0
0.2625,3000,36,4166.666667,True,0,0,1,17,0.57,121.27,90,0.0,0
0.3435,6000,36,3166.666667,False,0,4,0,8,0.26,269.21,188,0.0,1
0.2759,12000,60,4583.333333,False,1,0,0,6,0.24,370.67,106,0.0,1
0.14,5000,36,5805.416667,False,1,0,0,5,0.29,170.89,94,0.0,0
0.2199,15000,36,4295.166667,True,0,0,0,19,0.52,572.78,15,0.0,0
0.1778,13000,36,3188.5,True,2,11,0,7,0.25,465.45,278,0.0,0
0.3199,5000,36,4416.666667,False,0,3,0,4,0.12,217.74,75,0.0,1
0.2199,3000,36,3083.333333,False,0,0,0,3,0.12,114.56,57,0.0,0
0.2199,11000,36,4416.666667,True,1,0,0,7,0.26,420.04,134,0.0,0
0.0835,4000,36,2958.333333,True,0,0,0,5,0.12,125.99,154,0.0,0
0.3177,4000,36,5416.666667,True,0,2,0,9,0.14,173.71,72,0.0,1
0.22,2000,36,1987.583333,False,0,0,0,2,0.33,76.38,77,0.0,0
0.09,9000,36,5000.0,True,0,2,0,13,0.16,286.2,151,0.0,0
0.079,1100,36,3077.0,False,0,1,0,6,0.22,34.42,54,0.0,0
0.28,3100,36,6083.333333,True,1,2,6,4,0.1,124.49,36,0.0,0
0.2499,3000,36,5409.333333,True,1,0,0,8,0.1,119.26,23,0.0,0
0.35,3000,36,2500.0,False,0,3,0,5,0.13,135.71,43,0.0,1
0.182,2000,36,3333.333333,False,1,4,1,7,0.13,72.51,29,0.0,0
0.155,8500,36,2052.0,False,0,1,0,3,0.23,296.74,132,0.0,1
0.35,1000,36,630.0,False,0,2,0,2,0.16,45.24,9,0.0,0
0.2495,1500,36,3750.0,False,0,0,0,0,0.04,59.6,51,0.0,1
0.3377,2000,36,3750.0,False,0,1,2,6,0.38,52.55,23,0.0,0
0.1011,10000,36,3953.333333,True,0,2,0,8,0.32,323.19,265,0.0,1
0.1025,24000,36,5666.666667,True,0,17,0,7,0.2,777.23,701,0.0,1
0.11,3500,36,6916.666667,False,0,3,11,2,0.06,114.59,36,0.0,0
0.1,5000,36,2500.0,True,0,0,0,11,0.13,161.34,52,0.0,0
0.2995,1200,36,4114.166667,True,1,1,2,13,0.4,0.0,25,0.0,0
0.2099,15000,36,6041.666667,True,0,0,0,15,0.29,565.05,271,0.0,0
0.18,10000,36,4250.0,True,0,1,0,3,0.13,361.52,148,0.0,0
0.1264,7500,12,12500.0,False,0,0,0,11,0.13,668.61,19,0.0,0
0.16,5000,36,13500.0,True,0,3,0,13,0.05,175.79,206,0.0,0
0.2199,5000,36,6369.25,False,0,0,0,6,0.29,190.93,81,0.0,0
0.18,1000,36,2000.0,True,1,17,0,5,0.2,36.15,47,0.0,1
0.26,5000,36,5333.333333,True,0,2,8,8,0.13,201.45,62,0.0,1
0.1819,17000,60,9166.666667,False,1,8,1,7,0.14,433.45,1,0.0,0
0.1899,10000,36,3333.333333,False,0,0,1,11,0.35,366.51,135,0.0,0
0.124,15000,36,11233.0,True,0,1,0,12,0.21,501.09,599,125.0,1
0.135,4500,36,11666.666667,True,0,2,0,18,0.26,152.71,102,4450.0,0
0.1599,8000,36,4583.333333,True,0,0,0,12,0.38,281.22,89,0.0,0
0.28,6000,36,5828.0,False,1,3,14,5,0.25,248.18,51,0.0,0
0.316,4500,36,4500.0,True,0,0,1,13,0.56,195.0,46,0.0,0
0.071,4000,36,7916.666667,True,0,0,0,7,0.08,123.69,125,0.0,0
0.12,5500,36,3500.0,False,0,0,0,11,0.29,182.68,170,0.0,0
0.1055,5200,36,14583.333333,True,0,0,0,6,0.08,169.14,65,0.0,0
0.062,1000,36,6333.333333,False,0,0,0,6,0.12,30.51,48,0.0,0
0.3177,4000,36,6583.333333,True,0,1,1,7,0.26,173.71,27,0.0,1
0.35,6000,36,3333.333333,False,2,2,1,3,0.15,271.42,51,0.0,1
0.0999,2000,36,1500.0,False,0,0,0,2,0.09,64.52,4,0.0,0
0.127,20000,36,3516.666667,True,0,0,0,9,0.31,670.99,585,0.0,0
0.092,6000,36,3333.333333,False,0,1,0,12,0.15,191.36,169,0.0,0
0.065,1000,36,3916.666667,True,0,7,0,7,0.12,30.65,46,0.0,0
0.23,2200,36,3769.666667,True,0,8,0,4,0.16,85.16,20,0.0,0
0.102,7500,36,7458.333333,True,0,1,0,11,0.34,242.71,239,0.0,0
0.2962,4000,60,3250.0,False,0,3,0,10,0.4,128.48,30,0.0,0
0.24,1000,36,3137.083333,False,1,0,0,6,0.14,39.23,7,0.0,0
0.092,5000,36,10000.0,True,0,0,0,12,0.14,159.46,145,0.0,0
0.14,4000,36,6666.666667,True,0,2,0,10,0.33,136.71,135,0.0,0
0.2625,4000,36,2083.333333,False,0,0,0,3,0.18,161.7,142,0.0,0
0.115,2750,36,1825.0,True,0,0,1,11,0.37,90.68,47,0.0,0
0.3177,2000,36,3416.666667,True,1,5,0,4,0.18,86.85,34,0.0,0
0.26,2000,36,2442.416667,False,1,1,7,1,0.16,80.58,14,0.0,1
0.1295,9800,36,6291.666667,False,0,0,0,8,0.32,329.96,248,50.0,0
0.1263,3800,36,2916.666667,False,0,4,0,5,0.15,127.36,32,0.0,0
0.0769,15500,12,7083.333333,True,1,0,0,9,0.32,1346.1,262,0.0,0
0.295,2000,36,1666.666667,False,0,0,1,4,0.19,84.36,7,0.0,0
0.29,2551,36,5416.666667,False,3,4,0,3,0.02,106.9,30,0.0,1
0.111,13000,36,5000.0,True,0,2,0,10,0.26,426.22,111,0.0,0
0.14,10000,36,5000.0,True,0,1,0,8,0.24,340.18,315,63.8,0
0.2346,12648,36,3382.666667,False,0,0,0,11,0.44,492.63,142,0.0,1
0.149,3500,36,8603.666667,True,0,1,0,9,0.09,0.0,60,0.0,0
0.2,7500,36,4833.333333,True,1,7,0,6,0.38,278.73,210,0.0,0
0.23,1750,36,4333.333333,False,2,3,6,0,0.02,67.74,11,0.0,1
0.2085,13500,60,7291.666667,True,0,0,3,6,0.18,364.08,61,0.0,1
0.3177,4000,36,2833.333333,True,0,5,1,7,0.59,173.71,68,0.0,1
0.0599,7500,36,3750.0,False,0,0,0,7,0.16,228.13,8,0.0,0
0.2699,4500,36,4166.666667,False,1,3,0,6,0.07,183.69,66,0.0,0
0.139,8000,36,6666.666667,False,2,0,1,6,0.1,273.03,126,0.0,0
0.25,2501,36,2458.333333,False,0,2,1,2,0.15,99.44,73,0.0,0
0.1627,25000,36,3083.333333,True,1,0,0,12,0.45,882.26,137,0.0,1
0.295,7500,36,4616.666667,False,1,0,0,5,0.16,316.34,240,0.0,0
0.1695,4490,36,2750.0,False,0,2,1,3,0.15,159.97,127,0.0,0
0.12,6500,36,5683.333333,False,0,0,0,6,0.12,215.89,241,0.0,0
0.3134,4000,36,2750.0,False,1,2,0,8,0.41,172.76,16,0.0,0
0.1469,2000,36,3875.0,False,0,2,3,8,0.14,69.03,7,0.0,1
0.1203,2000,36,2916.666667,False,0,1,0,6,0.13,66.46,36,0.0,0
0.2319,15000,60,4166.666667,False,2,3,0,5,0.19,424.5,1,0.0,0
0.32,3500,36,4166.666667,False,1,3,2,7,0.16,152.44,28,0.0,1
0.08,7800,36,5000.0,False,0,1,0,8,0.17,244.42,220,100.0,0
0.2699,3500,36,6252.916667,True,1,1,2,11,0.14,142.87,39,0.0,1
0.1495,3890,36,4166.666667,True,0,1,0,8,0.15,134.75,167,0.0,0
0.17,10000,36,11666.666667,False,0,7,0,5,0.15,356.53,113,0.0,1
0.17,5500,36,8500.0,True,1,3,0,10,0.15,196.09,58,0.0,0
0.29,3100,36,3083.333333,True,1,4,4,3,0.05,129.91,31,0.0,1
0.1795,5000,36,2500.0,False,0,3,0,16,0.16,180.64,42,0.0,0
0.0769,2200,36,3583.333333,False,0,0,0,5,0.2,0.0,189,0.0,0
0.1995,15000,36,8583.333333,True,1,6,1,6,0.2,557.07,242,1000.0,1
0.0911,7000,60,5000.0,True,0,0,0,10,0.15,145.68,161,0.0,0
0.105,3250,36,2166.666667,False,0,0,0,6,0.43,105.63,30,0.0,0
0.1849,6500,36,4583.333333,True,1,8,0,8,0.28,236.59,71,0.0,1
0.065,12000,36,2250.0,False,0,2,1,6,0.27,367.79,2,12000.0,0
0.111,5200,36,3750.0,False,0,0,0,6,0.15,170.49,54,0.0,0
0.29,2400,36,2916.666667,False,9,5,11,4,0.12,100.57,26,0.0,1
0.3125,4000,36,8541.666667,True,0,1,3,10,0.16,172.56,43,0.0,0
0.104,5000,36,2708.333333,True,0,0,0,16,0.28,162.28,163,0.0,0
0.32,2500,36,6000.0,False,2,2,1,11,0.18,108.89,50,0.0,0
0.089,1500,36,2916.666667,False,0,1,0,9,0.17,47.63,26,0.0,0
0.3304,4000,60,6833.333333,False,0,10,0,8,0.19,136.98,40,0.0,0
0.1664,2000,36,7916.666667,True,0,1,4,15,0.07,70.95,28,1400.0,0
0.105,25000,36,23750.0,True,0,1,0,12,0.12,812.56,534,0.0,0
0.1679,7500,36,6290.166667,True,0,3,0,10,0.4,260.77,59,0.0,0
0.16,5000,36,6000.0,True,0,2,4,4,0.15,175.79,185,0.0,1
0.18,6500,36,13490.0,True,0,12,0,22,0.17,234.99,197,0.0,0
0.1576,2000,12,2416.666667,False,2,3,1,2,0.13,162.69,34,0.0,0
0.3199,4500,36,1166.666667,False,0,0,0,7,0.59,195.97,103,0.0,0
0.1396,11700,36,2000.0,False,0,0,0,6,0.43,399.65,293,0.0,0
0.14,17212,36,11874.166667,True,0,0,0,9,0.19,588.27,400,0.0,1
0.209,7500,36,5000.0,True,0,0,0,11,0.27,271.98,244,0.0,0
0.15,3500,36,3750.0,True,1,1,0,7,0.22,121.33,34,0.0,1
0.1864,9000,36,2583.333333,False,0,0,1,9,0.25,328.27,57,0.0,0
0.3099,2500,36,7166.666667,True,1,5,0,14,0.27,107.49,4,0.0,0
0.092,6000,36,5416.666667,True,0,0,0,30,0.47,191.36,160,0.0,0
0.2145,24000,36,7356.0,False,0,2,0,12,0.37,909.76,670,0.0,1
0.149,7500,36,5300.0,True,0,1,0,11,0.28,259.62,179,0.0,1
0.195,3800,36,3833.333333,False,0,1,3,7,0.25,140.26,122,0.0,0
0.0725,1000,36,10166.666667,False,0,1,0,7,0.02,30.99,29,0.0,0
0.083,6000,36,8333.333333,True,0,1,0,14,0.14,188.85,186,0.0,0
0.3199,4000,36,1708.333333,True,0,2,0,15,1.0,174.2,32,0.0,0
0.2555,2000,36,3220.916667,True,0,2,1,3,0.06,47.4,25,0.0,0
0.169,3000,36,4583.333333,True,1,0,0,11,0.27,106.81,121,0.0,0
0.3,4715,36,3141.666667,False,0,6,4,16,0.32,200.16,70,0.0,0
0.1899,13000,36,8500.0,True,0,1,0,14,0.38,476.46,201,0.0,0
0.162,7000,36,8333.333333,False,0,2,0,7,0.13,246.79,1,0.0,0
0.2099,15000,36,3416.666667,False,0,0,0,10,0.41,565.05,214,0.0,0
0.135,9750,36,833.333333,False,0,0,0,1,0.4,330.87,218,0.0,0
0.195,4000,36,5250.0,True,1,5,2,3,0.12,147.64,48,0.0,0
0.071,1500,36,3333.333333,False,0,1,0,11,0.34,0.0,68,0.0,0
0.08,9900,36,4000.0,False,0,0,0,7,0.08,310.23,237,0.0,0
0.2715,1025,36,2000.0,False,1,12,2,13,0.26,41.93,39,0.0,0
0.22,1000,36,5666.666667,False,2,0,3,5,0.09,0.0,64,0.0,0
0.2099,5000,36,2500.0,False,0,0,0,3,0.1,188.35,65,0.0,0
0.1153,16000,36,4446.666667,False,0,1,0,13,0.35,527.84,272,0.0,0
0.2199,3500,36,2083.333333,True,0,1,0,6,0.49,133.65,54,0.0,0
0.234,15000,36,4833.333333,True,0,0,0,6,0.36,583.78,319,0.0,0
0.29,2500,36,4666.666667,False,1,1,5,1,0.19,104.76,35,0.0,1
0.1304,3000,12,2624.0,False,1,0,0,1,0.19,266.96,25,0.0,0
0.0901,7070,36,6933.333333,True,0,2,0,12,0.3,224.86,172,0.0,0
0.099,5500,36,5333.333333,True,1,9,0,14,0.07,177.21,169,0.0,0
0.1449,2500,36,3916.666667,False,1,1,1,4,0.05,86.04,9,0.0,0
0.19,1850,36,3000.0,False,1,3,0,4,0.23,67.81,14,0.0,1
0.125,3000,36,2513.333333,False,0,0,0,8,0.21,100.36,153,0.0,1
0.0945,10000,36,18333.333333,True,0,0,0,14,0.12,320.1,361,0.0,0
0.287,6000,60,3986.666667,True,0,1,0,7,0.21,189.36,118,0.0,0
0.17,9900,36,8333.333333,True,0,21,2,4,0.21,352.96,73,6500.0,1
0.2599,2000,36,4150.0,True,1,0,0,4,0.12,80.57,3,0.0,0
0.1533,25000,36,4000.0,True,0,3,0,3,0.34,870.68,286,0.0,1
0.1897,10000,36,375.0,False,0,3,0,6,1.4,366.41,137,500.12,0
0.2669,7000,12,6500.0,True,0,0,1,10,0.24,663.91,59,0.0,0
0.0999,10000,36,3750.0,False,1,0,1,4,0.11,322.62,30,0.0,0
0.15,5500,36,463.416667,False,0,1,0,4,0.51,190.66,138,0.0,0
0.0825,15000,36,15000.0,True,0,1,0,10,0.09,471.78,399,200.0,0
0.2195,15000,36,4008.333333,False,1,1,1,7,0.22,572.47,135,0.0,1
0.1949,2000,36,4166.666667,True,4,0,0,5,0.1,73.81,45,0.0,0
0.152,15000,36,11320.666667,True,0,4,0,11,0.25,521.45,1,0.0,0
0.11,6500,36,4416.666667,True,0,2,0,11,0.24,212.8,145,0.0,0
0.287,10000,60,4166.666667,False,0,1,0,4,0.37,315.59,76,0.0,1
0.2999,4000,36,3500.0,False,0,11,0,15,0.59,169.78,8,0.0,0
