,zu_zahlender_zins,darlehenssumme,kreditsumme,einkommen_monat,haus,oeffentliche_mahnverfahren_10_Jahre,kreditanfrage_6_monate,offene_forderungen,anzahl_kredite,ratio_schulden_zu_einkommen,monatliches_payment,investoren,investment_freunde,ausfall
2627,0.3199,7500,36,4583.333333,True,3,0,0,5,0.27,326.62,88,400.0,0
2628,0.35,2000,36,7666.666667,False,0,2,0,28,0.35,90.47,31,0.0,1
2629,0.1045,1000,36,4166.666667,False,1,0,1,4,0.12,32.48,32,0.0,0
2630,0.0749,15000,36,7250.0,True,0,0,0,6,0.08,466.52,221,0.0,0
2631,0.1,5000,36,1666.666667,True,0,2,0,11,0.5,161.34,182,0.0,0
2632,0.0608,3500,12,4291.666667,False,0,1,0,4,0.09,301.36,60,0.0,0
2633,0.35,1000,36,5058.333333,False,3,2,0,5,0.19,45.24,13,0.0,0
2634,0.1899,5000,36,10000.0,True,0,5,0,21,0.32,183.25,74,0.0,0
2635,0.29,4600,36,10416.666667,True,2,3,12,3,0.13,0.0,38,0.0,0
2636,0.3177,4000,36,4333.333333,True,2,2,1,4,0.26,173.71,1,0.0,1
2637,0.16,9999,36,7587.916667,True,0,0,0,11,0.18,351.54,266,0.0,0
2638,0.2145,21000,36,6666.666667,True,0,0,0,13,0.32,781.38,514,0.0,0
2639,0.22,3700,36,8416.666667,True,2,1,1,4,0.13,141.3,103,0.0,0
2642,0.104,4500,36,4166.666667,True,0,1,0,15,0.29,146.05,205,0.0,0
2643,0.2181,13000,60,4000.0,True,1,2,0,7,0.3,357.64,17,0.0,0
2644,0.29,10000,36,4250.0,True,0,9,0,11,0.35,419.06,99,0.0,1
2645,0.249,2500,36,2625.0,False,0,4,0,10,0.12,99.27,75,0.0,1
2646,0.115,2000,36,6250.0,True,0,1,0,10,0.23,64.93,40,0.0,0
2647,0.3177,4000,36,3500.0,True,1,1,0,7,0.34,173.71,43,0.0,1
2648,0.2013,6500,36,1280.0,True,0,1,1,9,0.67,241.99,188,0.0,1
2649,0.11,8500,36,3000.0,False,0,1,0,9,0.3,278.28,315,1000.0,0
2650,0.2725,5000,36,5500.0,True,0,0,0,7,0.34,204.8,161,0.0,0
2651,0.0986,3500,36,6250.0,True,0,0,0,13,0.24,112.71,208,0.0,0
2652,0.1899,7500,36,3341.666667,False,0,0,0,4,0.22,274.88,38,0.0,1
2653,0.089,5000,36,22916.666667,True,0,1,1,15,0.04,158.77,105,100.0,0
2654,0.085,8000,36,4317.0,True,0,0,0,16,0.18,252.54,231,0.0,0
2655,0.0609,3475,12,11666.666667,True,0,4,0,7,0.06,299.22,68,0.0,0
2656,0.2552,3000,36,5833.333333,False,2,0,2,3,0.1,120.11,2,0.0,1
2657,0.1845,15000,60,3333.333333,False,0,0,0,10,0.19,384.58,259,0.0,0
2658,0.2279,1250,36,3640.0,True,0,6,0,0,0.01,48.25,20,0.0,0
2659,0.092,1000,36,2458.333333,False,0,0,0,7,0.17,31.89,45,0.0,0
2661,0.135,5100,36,1733.333333,False,0,1,0,8,0.24,173.07,139,0.0,0
2662,0.3199,5500,36,2416.666667,False,0,0,0,5,0.36,239.52,61,0.0,1
2663,0.3075,4000,36,2478.333333,True,1,2,3,5,0.21,146.13,123,0.0,0
2664,0.3435,6000,36,5333.333333,True,0,0,3,5,0.07,269.21,186,0.0,0
2665,0.2999,2000,36,6083.333333,False,0,2,0,8,0.17,84.89,14,0.0,0
2667,0.23,5000,36,1825.0,True,0,0,0,7,0.9,187.92,52,0.0,0
2668,0.0981,5000,36,8166.666667,False,0,0,0,9,0.02,160.89,73,0.0,0
2669,0.1679,2500,36,6750.0,False,2,2,0,3,0.17,88.87,1,0.0,0
2670,0.1626,10500,36,5000.0,False,0,0,0,6,0.13,370.5,16,0.0,0
2672,0.28,1000,36,2916.666667,False,0,1,0,6,0.21,41.36,46,0.0,0
2673,0.1399,14000,60,6858.333333,True,0,2,0,9,0.2,325.68,1,0.0,0
2674,0.2699,6000,36,11583.333333,True,0,0,0,19,0.23,244.92,97,0.0,0
2675,0.1984,15000,60,7083.333333,True,1,4,0,9,0.26,396.07,1,0.0,0
2676,0.27,3000,36,2083.333333,True,0,9,2,3,0.14,36.99,60,0.0,0
2677,0.1593,7500,36,7083.333333,True,0,1,0,14,0.29,263.42,201,0.0,0
2679,0.29,5000,36,2500.0,False,0,6,0,2,0.09,209.53,47,0.0,0
2680,0.2699,4000,36,2364.916667,False,0,1,3,1,0.13,163.28,79,0.0,1
2681,0.1984,15000,60,5833.333333,False,0,0,0,12,0.29,396.07,1,0.0,0
2682,0.165,15000,36,3333.333333,False,0,1,0,9,0.39,531.07,177,0.0,1
2683,0.2118,5000,60,1000.0,False,0,3,0,3,0.18,135.77,37,0.0,0
2684,0.34,4000,36,1000.0,False,0,1,0,2,0.25,178.69,91,0.0,0
2686,0.18,5000,36,2000.0,False,0,0,0,5,0.35,180.76,66,0.0,0
2687,0.15,8000,36,2128.416667,True,0,0,0,12,0.38,277.32,253,0.0,0
2688,0.199,2500,36,6208.333333,False,0,1,0,7,0.2,92.78,59,0.0,0
2689,0.35,7500,36,3416.666667,False,0,4,1,7,0.39,339.27,26,2000.0,0
2690,0.26,3650,36,4500.0,True,1,8,3,8,0.22,147.06,41,0.0,1
2691,0.32,1000,36,4791.666667,False,1,1,12,2,0.01,0.0,30,0.0,0
2692,0.1699,9000,36,3333.333333,False,0,5,0,4,0.16,320.83,326,0.0,0
2693,0.135,5000,36,3166.666667,True,0,1,0,15,0.3,169.68,96,0.0,0
2694,0.1099,2000,36,4250.0,True,0,1,0,8,0.23,65.47,1,0.0,0
2695,0.1694,1000,36,3000.0,False,1,0,0,7,0.35,0.0,25,0.0,0
2696,0.1664,3000,36,9583.333333,True,0,1,0,9,0.13,106.42,55,0.0,0
2697,0.215,2500,36,3166.666667,False,1,7,12,4,0.17,94.83,52,0.0,1
2698,0.2699,7500,36,6000.0,False,0,0,2,6,0.09,306.15,166,0.0,0
2699,0.2899,5000,36,2600.0,False,1,1,0,11,0.37,209.5,81,0.0,0
2700,0.22,4500,36,0.083333,False,0,0,1,1,10.01,171.86,52,0.0,1
2701,0.092,4125,36,8416.666667,True,0,1,0,16,0.14,131.56,139,0.0,0
2702,0.115,5555,36,4000.0,True,0,0,1,7,0.15,183.18,97,0.0,0
2703,0.1039,4000,36,2916.666667,True,0,1,0,9,0.23,129.8,149,0.0,0
2704,0.223,4000,36,3435.0,False,1,4,1,10,0.22,153.38,95,0.0,1
2705,0.1448,3000,36,3916.666667,True,1,6,1,7,0.19,103.23,138,0.0,0
2706,0.3134,3000,36,1333.333333,False,1,0,0,4,0.26,129.57,21,0.0,0
2708,0.29,9000,36,2828.0,False,0,2,0,11,0.46,377.15,78,0.0,1
2709,0.135,8000,36,5416.666667,True,1,2,5,6,0.1,271.48,237,0.0,1
2711,0.2566,5000,36,4375.0,False,0,1,0,18,0.38,200.55,74,0.0,0
2712,0.135,24000,36,5833.333333,True,0,0,0,12,0.31,812.4,514,0.0,0
2713,0.0974,2000,36,15833.333333,True,0,0,0,8,0.05,64.29,10,0.0,0
2715,0.1768,10000,36,5416.666667,True,1,1,0,10,0.11,359.92,192,0.0,0
2716,0.3099,5000,36,3000.0,True,0,3,0,17,0.38,214.98,50,0.0,1
2717,0.2575,8000,36,3916.666667,False,1,0,0,9,0.25,321.26,88,0.0,0
2718,0.1545,25000,36,3200.0,True,0,0,0,8,0.32,840.86,408,0.0,0
2720,0.1033,2000,12,5666.666667,True,0,0,0,22,0.17,0.0,39,0.0,0
2721,0.2511,10000,36,4000.0,False,0,0,0,8,0.35,398.18,194,0.0,0
2722,0.2346,3000,36,2666.666667,False,1,2,1,7,0.13,116.85,1,0.0,0
2723,0.2625,3800,36,4337.0,True,0,0,1,5,0.31,153.61,114,0.0,0
2724,0.0974,5000,36,4500.0,True,1,1,0,5,0.07,160.73,68,0.0,0
2725,0.1798,6001,36,2891.666667,False,0,1,0,3,0.12,216.89,97,0.0,0
2726,0.1799,6000,36,3333.333333,True,0,1,0,7,0.22,216.88,121,0.0,1
2727,0.0604,7000,36,17583.333333,True,0,0,0,13,0.07,213.08,112,0.0,0
2728,0.0674,1000,36,583.333333,True,0,0,0,17,0.81,30.76,73,0.0,0
2729,0.1845,7500,60,20833.333333,False,0,4,0,13,0.05,192.29,156,0.0,0
2730,0.35,2999,36,9583.333333,False,0,3,2,7,0.05,135.66,3,0.0,0
2731,0.1626,12500,36,9166.666667,False,0,3,0,17,0.18,441.07,186,0.0,1
2732,0.1774,3000,36,4583.333333,True,0,1,0,8,0.17,108.07,58,0.0,0
2733,0.1095,5200,36,2500.0,True,0,1,0,16,0.58,170.12,95,0.0,0
2734,0.1415,8999,36,5666.666667,False,0,1,0,14,0.25,308.22,261,0.0,0
2735,0.0763,6000,36,2482.416667,False,0,0,0,10,0.21,185.81,241,0.0,0
2736,0.105,5000,36,4250.0,False,0,1,0,6,0.21,162.51,173,0.0,0
2737,0.0749,15500,36,8625.0,False,0,0,0,4,0.18,482.08,156,0.0,0
2738,0.099,5000,36,416.666667,False,0,0,0,5,1.2,161.1,84,0.0,0
2739,0.0591,1000,36,6000.0,True,0,0,0,5,0.04,30.38,125,0.0,0
2740,0.35,1700,36,2658.333333,False,1,0,1,6,0.18,76.9,12,0.0,0
2741,0.1798,7500,36,4175.0,False,0,0,0,5,0.21,271.07,209,0.0,0
2742,0.089,15000,36,7666.666667,True,0,0,0,10,0.17,0.0,328,0.0,0
2743,0.1449,2000,36,1833.333333,False,0,1,0,8,0.13,68.83,52,0.0,0
2744,0.09,7075,36,5416.666667,True,1,9,0,8,0.19,224.98,130,0.0,0
2745,0.3199,4000,36,2583.333333,False,0,4,0,3,0.08,174.2,17,0.0,1
2746,0.1845,12500,60,5428.916667,True,0,2,0,8,0.16,320.49,60,0.0,0
2747,0.3177,3000,36,2500.0,True,0,1,1,16,0.63,130.28,55,0.0,1
2748,0.2675,1500,36,4166.666667,False,0,1,3,15,0.15,61.04,25,0.0,1
2749,0.102,8600,36,8278.0,True,0,0,0,20,0.36,278.31,254,0.0,0
2750,0.087,3000,36,3333.333333,False,0,0,0,3,0.05,94.98,62,0.0,0
2751,0.3498,1500,36,4541.666667,True,0,4,2,7,0.17,67.84,5,1000.0,1
2752,0.3049,7700,60,6250.0,False,1,0,2,5,0.23,251.44,67,0.0,0
2753,0.1135,11000,36,4262.5,False,0,0,0,14,0.33,361.95,375,0.0,0
2755,0.2524,8000,36,6166.666667,True,1,0,1,10,0.37,319.09,122,0.0,0
2756,0.33,1000,36,2083.333333,False,0,2,1,3,0.34,44.11,25,0.0,0
2757,0.14,1000,36,416.666667,False,0,0,0,2,0.08,34.18,31,0.0,0
2758,0.2997,10000,60,2333.333333,False,0,4,0,12,0.53,323.35,178,0.0,1
2759,0.3177,4000,36,6666.666667,False,7,3,0,2,0.12,173.71,27,0.0,1
2760,0.0975,5000,36,7916.666667,True,0,0,0,5,0.03,160.75,183,0.0,0
2761,0.1664,3000,36,3750.0,True,0,0,0,8,0.17,106.42,13,0.0,0
2762,0.22,1500,36,1100.0,False,0,3,0,3,0.24,0.0,19,0.0,0
2763,0.1675,9000,36,3181.0,False,0,2,0,10,0.36,319.76,181,0.0,1
2764,0.1672,2000,12,2500.0,False,0,0,1,15,0.5,151.95,7,0.0,0
2765,0.2045,7000,60,5000.0,True,1,0,0,9,0.12,187.21,7,0.0,0
2766,0.2199,2500,12,7166.666667,True,0,5,0,9,0.26,233.97,32,0.0,0
2767,0.18,4000,36,5166.666667,False,6,3,0,6,0.07,143.52,105,0.0,0
2769,0.18,5449,36,5833.333333,True,0,3,0,11,0.44,196.99,209,0.0,1
2770,0.193,2500,36,2208.333333,False,0,6,0,6,0.22,92.02,106,0.0,0
2771,0.1645,7500,36,5416.666667,False,0,0,0,5,0.17,265.35,223,0.0,1
2772,0.2148,5000,36,4500.0,True,0,2,1,16,0.14,189.61,84,0.0,0
2773,0.135,5000,36,3750.0,False,0,5,0,2,0.05,169.68,100,0.0,0
2774,0.07,1000,36,3333.333333,False,0,3,0,9,0.19,30.88,58,0.0,0
2775,0.2019,2700,36,1000.0,False,0,3,0,4,0.15,100.6,28,0.0,0
2776,0.16,13000,36,4250.0,True,0,2,0,4,0.29,457.04,299,0.0,0
2777,0.092,2000,36,3875.0,False,0,0,0,1,0.02,0.0,90,0.0,0
2778,0.084,8500,36,0.083333,True,0,1,0,13,10.01,267.93,130,0.0,1
2779,0.3199,2000,36,2416.666667,False,0,1,0,1,0.07,87.1,34,0.0,1
2780,0.1449,2000,36,3083.333333,True,0,0,0,3,0.04,68.83,55,0.0,0
2781,0.16,2500,36,4333.333333,True,3,4,2,2,0.05,87.89,77,0.0,0
2782,0.1625,2750,36,2708.333333,False,0,1,0,1,0.04,97.02,66,0.0,0
2783,0.15,2000,36,3435.833333,False,1,2,3,2,0.39,67.82,6,0.0,0
2784,0.077,12000,36,8333.333333,True,0,0,0,15,0.06,371.19,230,0.0,0
2785,0.15,15000,36,5146.0,True,0,1,0,11,0.13,519.98,228,0.0,0
2787,0.2468,5000,60,6666.666667,True,1,0,0,3,0.14,145.82,86,0.0,0
2788,0.1799,4000,36,6833.333333,False,1,1,2,3,0.16,144.59,65,0.0,0
2789,0.1447,3500,36,2041.666667,False,0,1,0,9,0.69,120.42,104,0.0,1
2790,0.303,4000,60,4666.666667,False,2,1,0,7,0.27,130.15,43,0.0,0
2791,0.3148,2000,36,5500.0,False,0,16,0,12,0.37,86.53,27,0.0,1
2792,0.24,2000,36,3750.0,True,0,1,0,20,0.58,78.47,20,0.0,0
2793,0.1415,5000,36,1500.0,True,1,4,2,5,0.14,171.25,114,0.0,0
2794,0.26,2000,36,4666.666667,False,0,0,0,8,0.24,80.58,66,0.0,0
2796,0.35,2600,36,7666.666667,False,0,2,8,8,0.09,117.61,28,0.0,0
2797,0.1627,6163,36,120.833333,False,0,0,0,4,5.34,217.5,30,0.0,0
2798,0.111,9000,36,5666.666667,True,1,0,0,6,0.21,295.07,235,0.0,0
2800,0.16,17000,36,3333.333333,True,0,2,0,12,0.32,597.67,184,0.0,0
2801,0.104,9900,36,11666.666667,True,0,1,0,19,0.2,321.31,196,0.0,0
2802,0.3099,7500,36,6416.666667,False,0,4,0,7,0.23,322.47,1,0.0,0
2803,0.124,7500,36,4333.333333,True,0,1,0,22,0.7,250.54,183,0.0,1
2804,0.3099,7500,36,6666.666667,True,0,7,0,15,0.21,322.47,29,0.0,0
2805,0.275,1000,36,3333.333333,True,0,0,0,6,0.03,41.09,27,0.0,0
2806,0.33,7450,36,6333.333333,False,0,2,1,3,0.15,328.63,41,0.0,1
2807,0.1,2000,36,3500.0,False,0,2,0,7,0.14,64.53,119,0.0,0
2808,0.12,4000,36,5416.666667,False,0,3,0,1,0.02,0.0,226,0.0,1
2809,0.2492,3500,36,6166.666667,True,1,0,0,14,0.21,139.01,75,0.0,0
2810,0.3199,7500,36,3333.333333,True,0,1,0,7,0.39,326.62,56,0.0,0
2811,0.128,5000,36,12241.666667,True,1,3,0,18,0.18,167.99,177,0.0,1
2812,0.1364,15000,36,6833.333333,True,0,0,0,8,0.25,510.05,439,0.0,0
2813,0.2324,3200,36,8083.333333,False,0,1,0,7,0.22,124.27,6,0.0,0
2814,0.25,20000,36,5260.916667,True,0,2,0,39,0.5,795.2,366,0.0,1
2815,0.35,2551,36,1250.0,False,1,0,2,6,0.18,115.4,31,0.0,0
2816,0.079,2400,36,3750.0,True,0,1,0,3,0.03,75.1,71,102.0,0
2817,0.2335,23000,36,1322.75,False,2,1,2,5,1.31,894.52,260,0.0,0
2818,0.2,1000,36,3333.333333,False,1,1,8,1,0.06,37.16,30,0.0,0
2819,0.2049,2000,36,7583.333333,True,1,1,1,5,0.18,74.83,42,0.0,0
2820,0.29,2551,36,3250.0,False,0,1,2,2,0.16,0.0,22,0.0,0
2821,0.2,5500,36,5166.666667,True,1,13,0,14,0.23,204.4,137,0.0,0
2822,0.35,1000,36,3466.666667,False,2,4,14,2,0.14,45.24,3,0.0,1
2823,0.185,1800,36,3500.0,True,0,2,0,15,0.28,65.53,76,0.0,1
2824,0.1099,15009,60,5000.0,True,0,0,0,12,0.22,326.25,237,0.0,0
2825,0.2511,8000,36,3750.0,False,0,2,1,6,0.18,318.54,116,0.0,1
2826,0.1845,8000,60,4179.416667,False,0,1,0,8,0.16,205.11,16,0.0,1
2827,0.2649,5000,36,6458.333333,True,0,9,1,13,0.28,202.76,55,0.0,1
2828,0.07,2000,36,2500.0,False,0,0,3,4,0.02,61.75,38,0.0,0
2829,0.18,1000,36,2916.666667,False,0,0,2,1,0.02,36.15,33,0.0,1
2830,0.1069,1500,36,2000.0,False,0,1,0,3,0.04,48.89,69,0.0,0
2831,0.0964,4500,36,8333.333333,True,0,0,1,7,0.1,144.44,109,0.0,0
2832,0.2495,5000,36,2250.0,False,0,0,0,11,0.49,198.67,79,0.0,1
2833,0.3057,4000,60,13333.333333,True,0,7,0,13,0.28,130.82,6,0.0,0
2835,0.1421,17500,60,3666.666667,False,2,2,0,7,0.27,409.1,207,0.0,1
2836,0.1364,15000,60,3750.0,False,0,1,0,5,0.12,346.23,16,0.0,0
2837,0.29,2000,36,2416.666667,False,1,1,0,5,0.3,83.81,33,0.0,1
2838,0.2549,4000,36,2500.0,False,1,3,2,16,0.34,160.08,40,0.0,0
2840,0.0565,3600,12,8333.333333,True,0,0,0,12,0.11,0.0,48,0.0,0
2841,0.29,5000,36,8750.0,False,1,1,1,3,0.08,209.53,47,0.0,0
2842,0.0974,14200,36,4833.333333,True,0,1,0,10,0.18,456.46,175,0.0,0
2843,0.155,20000,36,2950.0,True,0,1,0,8,0.38,698.21,478,0.0,0
2845,0.1012,4000,36,4083.333333,False,0,1,0,9,0.17,129.29,205,0.0,0
2846,0.1399,2500,36,5087.333333,False,0,5,0,19,0.3,85.43,24,0.0,0
2848,0.0724,5000,36,10500.0,False,0,2,0,10,0.12,154.93,77,0.0,0
2849,0.0785,11500,36,15000.0,True,0,0,0,9,0.14,359.57,375,0.0,0
2850,0.3199,4000,36,10416.666667,True,0,2,0,13,0.22,174.2,41,0.0,0
2851,0.205,10000,36,4166.666667,False,3,3,4,3,0.15,374.19,156,0.0,0
2852,0.24,1500,36,4250.0,True,0,6,0,13,0.18,57.43,10,0.0,0
2853,0.1551,15000,60,12083.333333,True,0,1,1,10,0.13,360.88,20,0.0,0
2854,0.17,4993,36,1866.0,False,0,2,0,5,0.26,178.01,52,0.0,1
2855,0.0825,8500,36,6000.0,True,0,0,0,6,0.2,267.34,269,0.0,0
2856,0.071,2000,36,8000.0,True,0,2,0,13,0.07,61.85,75,0.0,0
2857,0.19,10500,36,8500.0,True,0,1,0,24,0.23,384.89,91,200.0,0
2858,0.13,1500,36,7083.333333,True,2,2,0,9,0.16,50.54,92,0.0,0
2859,0.3177,4000,36,1066.666667,True,0,0,0,6,1.12,173.71,4,0.0,1
2860,0.2218,15000,60,3789.333333,False,0,0,0,8,0.37,415.82,78,0.0,0
2861,0.35,3000,36,2083.333333,False,1,4,7,2,0.25,135.71,20,0.0,1
2862,0.116,5500,36,3083.333333,False,0,1,0,3,0.17,181.63,137,0.0,0
2863,0.29,3000,36,2916.666667,False,0,3,0,4,0.18,125.72,34,0.0,1
2864,0.2188,3000,36,2916.666667,False,0,0,0,4,0.12,114.39,68,0.0,0
2865,0.13,8000,36,3750.0,True,0,3,0,11,0.33,269.55,201,0.0,0
2866,0.295,5000,36,2083.333333,False,0,2,0,3,0.16,210.89,90,0.0,1
2867,0.112,2500,36,3500.0,False,0,0,0,3,0.1,82.08,125,0.0,0
2868,0.29,3000,36,2416.666667,False,0,12,3,8,0.21,125.72,19,0.0,1
2869,0.2695,4000,36,1000.0,False,0,2,2,8,0.79,163.19,52,200.0,0
2870,0.12,14000,36,5333.333333,True,0,0,0,10,0.16,465.0,550,0.0,1
2871,0.15,15000,36,10416.666667,False,0,1,0,8,0.05,519.98,751,0.0,0
2872,0.25,10000,36,7412.75,True,1,0,0,11,0.21,397.6,173,0.0,1
2873,0.2153,15000,60,6083.333333,True,0,4,0,15,0.38,410.29,180,0.0,0
2874,0.1902,15000,36,6291.666667,True,0,1,0,12,0.53,549.99,242,0.0,1
2875,0.2958,4000,36,3750.0,True,0,1,0,12,0.42,168.89,5,0.0,0
2876,0.2786,2000,36,5833.333333,False,0,0,0,11,0.22,82.58,1,0.0,0
2877,0.2218,14000,60,6500.0,True,1,0,3,6,0.12,388.1,30,0.0,1
2878,0.1826,6001,36,4166.666667,True,0,11,1,10,0.26,217.73,65,0.0,1
2879,0.14,5500,36,4666.666667,True,0,1,0,23,0.37,187.98,78,0.0,0
2880,0.1076,4000,60,5208.333333,True,0,0,0,6,0.12,86.49,45,0.0,1
2881,0.1279,2000,12,8480.0,False,1,1,0,4,0.05,178.44,20,0.0,0
2882,0.08,7500,36,14000.0,True,0,0,0,14,0.22,235.02,151,0.0,0
2883,0.1818,1000,36,6500.0,True,0,2,2,5,0.12,36.24,2,0.0,0
2884,0.2699,12000,36,4750.0,True,1,1,0,13,0.27,489.84,110,0.0,0
2885,0.1449,15000,36,5166.666667,True,0,0,0,7,0.2,516.24,2,0.0,0
2886,0.0925,5000,36,4166.666667,True,0,0,0,7,0.27,126.34,137,0.0,0
2887,0.2625,4000,36,6666.666667,True,0,1,0,7,0.06,161.7,102,0.0,0
2888,0.2099,10000,36,5416.666667,True,0,1,0,8,0.29,376.7,130,0.0,0
2889,0.06,2500,36,5833.333333,True,0,5,0,21,0.07,76.05,134,0.0,0
2890,0.1295,19500,36,6250.0,True,0,0,2,12,0.32,656.56,210,50.0,0
2891,0.1584,4000,36,2000.0,False,0,6,0,8,0.12,78.22,173,0.0,0
2892,0.1169,25000,60,6732.166667,True,0,0,0,18,0.22,552.2,483,0.0,0
2893,0.197,5000,36,2333.333333,False,0,2,0,15,0.38,185.05,56,0.0,0
2894,0.0804,8500,36,6416.666667,True,0,3,0,7,0.08,266.52,183,55.0,0
2895,0.2,9700,36,4641.666667,False,0,2,1,6,0.33,360.49,225,0.0,1
2896,0.27,3000,36,6500.0,False,1,4,9,3,0.16,122.48,27,0.0,1
2897,0.2455,1000,36,833.333333,False,2,0,0,9,1.47,39.52,26,0.0,0
2898,0.195,15000,60,5416.666667,True,0,2,0,7,0.33,393.25,112,0.0,0
2900,0.071,2000,36,5833.333333,True,0,2,0,10,0.22,61.85,72,0.0,0
2901,0.2145,25000,36,10833.333333,True,0,2,0,10,0.24,947.66,645,0.0,1
2902,0.0929,2000,12,2445.833333,True,1,0,0,3,0.11,175.17,36,0.0,0
2903,0.2124,8000,60,8500.0,False,0,0,0,9,0.14,217.51,6,0.0,0
2904,0.149,5000,36,2016.0,False,0,0,0,12,0.61,173.08,136,0.0,0
2905,0.2487,8500,36,4250.0,True,1,0,1,14,0.39,337.37,52,0.0,0
2906,0.3199,7500,36,1833.333333,True,0,1,0,11,0.65,326.62,35,0.0,0
2907,0.2049,5500,36,2833.333333,False,0,0,0,2,0.08,205.78,7,0.0,0
2908,0.1799,15000,36,4583.333333,False,0,0,0,11,0.42,542.21,174,0.0,0
2909,0.2085,5000,60,4250.0,False,1,1,0,4,0.05,134.85,60,0.0,0
2910,0.2317,3500,36,8333.333333,False,0,0,0,6,0.16,135.79,82,0.0,1
2911,0.1259,25000,36,8654.333333,True,0,1,0,16,0.27,837.42,420,0.0,0
2912,0.2669,2000,12,3500.0,False,0,3,2,4,0.19,191.73,45,0.0,0
2913,0.2599,10000,36,2000.0,False,0,0,0,14,0.65,402.85,49,0.0,1
2914,0.2579,8000,60,3100.0,True,0,2,0,7,0.29,238.53,74,0.0,1
2915,0.2236,1000,36,2500.0,False,1,0,0,18,0.39,16.3,26,0.0,0
2916,0.2245,2500,36,5500.0,True,1,2,3,6,0.14,96.06,31,0.0,0
2917,0.092,7000,36,7416.666667,True,0,0,0,23,0.16,223.25,202,0.0,0
2918,0.1485,7200,36,4166.666667,True,0,0,0,9,0.25,249.06,311,0.0,0
2919,0.2549,4000,36,6250.0,True,1,1,0,14,0.19,160.08,24,0.0,0
2920,0.35,2500,36,3500.0,False,0,5,4,3,0.08,113.09,27,0.0,1
2921,0.1779,1500,36,2083.333333,True,0,2,0,17,0.3,54.07,33,0.0,0
2922,0.1999,10000,36,6391.166667,False,0,7,0,3,0.15,371.58,2,0.0,1
2924,0.135,8000,36,5250.0,False,0,0,0,5,0.17,271.48,243,0.0,0
2927,0.155,5000,36,2354.166667,False,0,1,0,9,0.28,174.55,98,0.0,1
2928,0.3177,2000,36,5916.666667,True,0,3,0,9,0.14,86.85,12,0.0,0
2929,0.193,8000,36,8677.75,True,0,4,0,8,0.22,294.46,75,0.0,0
2932,0.0801,5000,12,4166.666667,False,0,1,0,3,0.12,434.97,80,0.0,0
2933,0.2,2000,36,2083.333333,True,2,9,3,2,0.04,74.33,20,0.0,1
2934,0.2575,9800,36,2829.166667,False,0,2,2,3,0.23,393.54,82,0.0,0
2935,0.26,3500,36,2291.666667,True,0,2,0,9,0.27,141.02,91,0.0,1
2936,0.2749,4000,36,5833.333333,True,0,2,0,18,0.53,159.41,39,120.0,0
2937,0.1424,1000,36,3333.333333,False,0,1,0,7,0.23,34.29,22,0.0,0
2938,0.0974,12500,36,4500.0,True,0,0,0,12,0.41,401.82,6,0.0,0
2939,0.15,2000,36,2833.333333,False,0,3,2,5,0.11,67.87,35,0.0,0
2940,0.2599,7000,36,4083.333333,True,0,2,0,7,0.13,282.0,103,0.0,0
2941,0.104,5500,36,4166.666667,True,0,0,0,4,0.13,178.5,171,0.0,0
2942,0.275,4000,36,6416.666667,True,0,1,0,6,0.18,164.38,125,0.0,0
2944,0.0785,15250,36,9750.0,True,0,0,0,7,0.1,476.83,334,750.0,0
2945,0.3177,4000,36,2833.333333,True,1,3,0,7,0.15,173.71,41,0.0,0
2946,0.2153,6500,60,1250.0,False,1,0,0,6,0.48,177.79,75,0.0,0
2947,0.2247,1500,36,2724.0,False,0,2,0,5,0.33,57.65,3,0.0,0
2948,0.3134,4000,36,5833.333333,True,1,7,0,14,0.47,172.76,1,0.0,1
2949,0.13,6000,36,3875.0,True,1,0,0,3,0.2,202.16,69,0.0,1
2950,0.2,3200,36,4666.666667,True,1,1,0,15,0.25,118.92,151,0.0,0
2952,0.35,1000,36,2950.0,False,0,6,0,13,0.24,45.24,16,0.0,0
2953,0.155,3000,36,5833.333333,True,0,1,1,14,0.13,104.73,23,0.0,0
2954,0.2561,7000,36,3000.0,False,0,0,1,4,0.11,280.58,5,0.0,0
2955,0.1929,2000,36,2500.0,False,0,1,0,6,0.34,73.61,35,0.0,0
2957,0.1768,6500,36,5833.333333,True,0,0,0,8,0.15,233.95,32,0.0,0
2958,0.1835,10000,36,4583.333333,False,0,0,0,13,0.33,363.28,326,0.0,0
2960,0.11,25000,36,20000.0,True,0,3,0,10,0.12,818.47,112,0.0,0
2961,0.3199,4500,36,5000.0,True,0,1,6,9,0.2,195.97,73,0.0,1
2962,0.18,1500,36,4345.416667,False,1,6,0,1,0.03,54.23,38,0.0,0
2963,0.29,3000,36,3721.083333,False,1,7,4,5,0.25,125.72,32,103.5,0
2964,0.1089,15000,36,7766.666667,False,1,2,0,14,0.15,490.3,216,0.0,0
2965,0.275,2000,36,5166.666667,False,0,0,1,9,0.1,82.19,80,0.0,0
2966,0.32,3000,36,2726.416667,False,0,1,0,2,0.06,130.66,57,0.0,0
2967,0.1899,15000,36,4583.333333,True,0,1,0,6,0.32,549.76,43,0.0,0
2968,0.343,3000,36,5000.0,False,0,1,0,5,0.18,134.52,109,0.0,1
2969,0.2199,15000,60,8500.0,True,1,0,0,11,0.25,414.2,57,0.0,0
