,age,annualincome,calldroprate,callfailurerate,monthlybilledamount,complaints,unpaidmonths,timetoexpiration,penaltytoswitch,lastmonthusage,unpaidbalance,outsidecalls,totalcallduration,avgcallduration,churn,customersuspended_Yes,education_High School or below,education_Master or equivalent,education_PhD or equivalent,gender_Male,homeowner_Yes,maritalstatus_Single,occupation_Others,occupation_Technology Related Job,usesinternetservice_Yes,usesvoiceservice_Yes
2253,60,22158,0.03,0.02,113,0,4,31,380,389,56,0.86,2460,615,0,1,0,0,1,0,1,0,0,1,0,0
2254,12,189477,0.02,0.03,42,0,7,80,434,72,197,0.01,2447,815,1,1,1,0,0,0,1,1,0,0,0,0
2255,37,28871,0.05,0.0,105,0,1,89,323,8,145,0.91,8977,748,0,1,0,0,1,1,1,1,0,1,0,0
2256,69,209769,0.01,0.02,80,2,0,43,35,194,175,0.3,4142,517,0,1,0,0,1,0,1,1,0,1,0,1
2257,24,215227,0.05,0.0,83,3,7,46,147,348,220,0.74,1482,296,0,1,1,0,0,1,1,0,0,1,0,0
2258,19,94761,0.01,0.02,119,0,1,60,464,80,217,0.57,4908,545,1,1,0,0,0,1,1,1,0,1,0,0
2259,22,103764,0.07,0.03,83,1,7,11,438,383,70,0.25,2139,713,0,1,1,0,0,1,1,0,0,0,0,0
2260,74,58030,0.04,0.01,77,2,6,39,433,227,221,0.38,3554,888,1,1,0,1,0,1,1,1,1,0,0,0
2261,38,51148,0.02,0.02,107,0,0,98,476,181,224,0.95,7907,878,0,1,1,0,0,0,0,1,0,1,0,0
2262,31,118130,0.05,0.03,52,1,6,11,206,461,169,0.21,1879,939,0,1,0,1,0,0,1,0,0,0,0,0
2263,20,28314,0.03,0.01,55,0,4,38,34,295,160,0.95,1732,433,0,1,0,1,0,0,1,1,0,1,0,0
2264,74,122559,0.02,0.01,86,3,6,42,366,452,143,0.71,2316,772,0,1,1,0,0,1,1,0,0,1,0,0
2265,59,192946,0.06,0.01,102,0,0,50,205,343,73,0.53,5033,1006,0,1,1,0,0,1,1,1,0,0,0,0
2266,22,114614,0.01,0.02,67,0,4,65,40,308,187,0.27,2997,599,1,1,1,0,0,1,1,0,0,0,1,0
2267,47,210710,0.04,0.0,98,1,1,3,377,255,176,0.07,6732,673,0,1,1,0,0,1,1,1,0,1,0,0
2268,69,218983,0.01,0.01,54,1,3,88,171,251,143,0.71,3081,770,0,0,0,0,0,1,1,0,0,1,0,0
2269,73,159267,0.0,0.02,46,0,0,24,450,364,211,0.68,1198,399,1,1,1,0,0,1,0,1,0,1,0,0
2270,31,94680,0.05,0.0,93,3,5,90,60,255,128,0.37,5090,727,1,1,0,0,0,0,1,1,0,1,0,0
2271,51,191197,0.05,0.01,25,3,5,14,222,210,97,0.62,7413,673,0,1,1,0,0,1,1,0,0,0,0,0
2272,43,231490,0.05,0.0,65,2,5,78,358,375,99,0.28,1727,431,0,1,0,1,0,0,1,0,0,1,0,0
2273,54,126903,0.03,0.0,22,3,7,19,358,402,48,0.13,2852,950,0,1,0,0,0,0,1,1,0,1,0,0
2274,74,171585,0.0,0.02,96,2,1,82,463,453,149,0.84,6532,725,0,1,1,0,0,1,1,0,1,0,0,1
2275,29,175276,0.0,0.03,71,2,1,75,391,88,189,0.24,4480,746,0,1,1,0,0,1,1,0,0,1,0,0
2276,15,162799,0.04,0.03,68,2,1,66,358,181,141,0.86,4813,601,0,1,1,0,0,1,1,1,0,1,0,1
2277,42,236871,0.0,0.0,21,1,1,99,354,37,123,0.7,3028,757,0,1,1,0,0,0,1,1,1,0,0,0
2278,76,15050,0.05,0.03,8,1,2,34,390,312,153,0.85,1451,290,0,1,1,0,0,0,1,1,1,0,0,0
2279,52,186262,0.01,0.01,85,2,0,94,458,219,61,0.77,4306,1076,0,1,0,1,0,1,1,0,0,0,0,0
2280,49,93487,0.06,0.0,33,3,2,27,408,113,56,0.52,4312,718,0,1,1,0,0,1,0,0,0,0,1,0
2281,64,147559,0.03,0.0,17,0,7,37,327,147,94,0.89,1179,294,0,1,0,1,0,0,1,1,1,0,0,0
2282,47,61681,0.03,0.0,59,2,6,73,105,364,128,0.93,1414,707,0,1,0,0,0,0,0,1,0,1,1,0
2283,21,175740,0.02,0.0,38,0,4,49,323,145,205,0.95,5099,849,1,1,1,0,0,1,0,0,1,0,0,0
2284,37,17445,0.04,0.0,88,3,0,34,273,261,184,0.9,5315,590,1,1,1,0,0,0,1,1,0,0,0,0
2285,26,8889,0.07,0.01,54,3,5,61,489,351,150,0.68,4559,911,0,1,1,0,0,0,0,1,0,1,0,0
2286,38,241125,0.01,0.02,59,2,4,9,318,440,47,0.14,4167,833,0,1,1,0,0,0,1,0,1,0,0,0
2287,55,195135,0.05,0.01,31,3,1,46,214,371,58,0.02,2995,748,0,1,0,0,0,0,1,0,0,1,0,0
2288,36,54745,0.01,0.02,118,2,6,14,47,159,44,0.1,4629,771,0,1,1,0,0,0,0,1,0,1,0,0
2289,58,19874,0.06,0.01,34,1,0,3,97,260,191,0.31,5869,733,0,1,1,0,0,0,1,0,1,0,0,0
2290,37,17445,0.04,0.0,88,3,0,34,273,261,184,0.9,6208,886,1,1,1,0,0,0,1,1,0,0,0,0
2291,36,54299,0.02,0.02,102,0,6,13,315,488,56,0.53,4507,751,1,1,1,0,0,1,1,1,0,1,0,0
2292,29,131332,0.01,0.01,56,1,7,50,18,393,22,0.63,7016,1002,0,1,0,1,0,1,1,0,1,0,0,1
2293,28,236418,0.02,0.0,79,2,0,55,416,89,155,0.15,6319,1053,0,1,1,0,0,1,1,1,0,0,0,0
2294,78,164243,0.07,0.03,19,1,0,54,363,182,203,0.88,4626,578,1,1,1,0,0,1,1,1,0,0,0,0
2295,34,248467,0.01,0.01,16,3,4,36,418,211,243,0.1,6195,1032,0,1,1,0,0,0,1,0,0,1,0,0
2296,37,200850,0.04,0.03,89,3,6,17,383,161,73,0.62,2511,418,0,1,0,0,0,0,1,1,1,0,0,0
2297,38,99298,0.01,0.03,1,3,3,31,352,4,201,0.18,9171,1146,0,1,1,0,0,0,0,1,1,0,0,0
2298,45,111809,0.01,0.03,111,3,5,8,327,461,225,0.93,5886,840,0,1,0,0,0,0,1,1,1,0,0,0
2299,18,193204,0.0,0.01,38,3,6,19,263,479,44,0.68,148,148,0,1,1,0,0,0,1,0,0,1,0,0
2300,25,4311,0.06,0.02,58,0,3,30,346,430,33,0.22,529,529,1,1,1,0,0,1,1,0,1,0,0,0
2301,77,219840,0.04,0.01,99,1,0,22,191,42,144,0.48,2759,919,0,1,0,0,1,0,1,0,0,1,0,0
2302,23,85484,0.01,0.02,70,0,4,18,125,85,188,0.09,4483,896,0,1,0,0,0,0,1,0,0,1,0,0
2303,54,7451,0.02,0.03,116,2,3,38,232,405,237,0.74,376,376,0,1,1,0,0,1,1,1,0,0,0,0
2304,59,174948,0.05,0.01,15,1,1,67,424,237,177,0.04,4156,831,0,1,1,0,0,1,1,0,0,0,0,0
2305,74,10010,0.04,0.01,80,3,1,7,274,56,100,0.58,4647,663,1,1,0,0,0,1,0,1,0,0,0,0
2306,36,66470,0.01,0.01,98,2,2,74,370,262,190,0.02,4667,1166,1,1,0,0,0,0,1,1,0,1,0,1
2307,37,63975,0.01,0.03,9,1,0,54,424,380,210,0.74,7732,773,0,1,0,0,0,0,1,0,0,1,0,0
2308,61,214794,0.03,0.03,5,3,6,53,369,9,111,0.23,4230,1057,1,1,1,0,0,0,1,1,0,0,0,0
2309,30,231483,0.05,0.0,19,1,4,36,151,98,119,0.3,3685,614,1,1,0,0,0,1,1,1,0,0,0,0
2310,36,7469,0.07,0.02,99,0,3,88,392,14,96,0.78,3309,472,1,1,0,0,0,0,1,1,0,1,0,0
2311,64,189883,0.0,0.0,59,1,7,48,476,138,60,0.13,619,619,0,1,0,0,0,1,1,0,1,0,0,0
2312,49,203726,0.07,0.02,85,2,2,64,398,53,149,0.5,3314,662,0,1,0,0,0,0,1,1,1,0,0,0
2313,64,224688,0.06,0.0,0,0,3,7,305,153,190,0.05,4263,852,0,1,0,0,0,0,1,0,0,0,0,0
2314,78,44845,0.0,0.02,110,3,3,95,363,460,66,0.2,5202,867,0,1,1,0,0,1,1,1,0,0,0,1
2315,44,42257,0.02,0.01,91,0,4,74,19,143,198,0.56,5866,838,0,0,0,0,0,1,1,1,1,0,0,0
2316,30,84128,0.01,0.01,71,2,3,42,231,186,195,0.25,3701,925,1,1,1,0,0,1,0,1,0,0,1,0
2317,24,23912,0.01,0.0,83,2,5,32,111,77,182,0.85,2976,595,1,1,0,0,0,1,1,1,1,0,0,0
2318,54,247492,0.06,0.01,44,3,5,86,93,322,96,0.86,739,739,0,1,0,1,0,0,1,0,0,0,0,0
2319,46,48471,0.06,0.0,97,0,7,14,129,433,214,0.64,1782,594,1,1,0,1,0,0,1,1,0,0,1,0
2320,64,84351,0.0,0.01,19,1,6,42,346,271,189,0.04,3048,609,0,1,0,0,0,0,0,1,0,0,0,0
2321,45,102596,0.01,0.01,18,0,1,64,192,404,7,0.52,7165,716,0,1,1,0,0,1,0,0,1,0,0,0
2322,71,134478,0.04,0.02,39,3,1,0,110,146,206,0.13,3200,640,1,1,1,0,0,1,0,0,0,1,0,0
2323,57,178491,0.02,0.01,28,0,7,61,368,441,75,0.48,1375,1375,0,1,0,0,0,0,1,1,0,1,0,0
2324,63,181473,0.03,0.03,46,3,4,93,193,321,249,0.68,4980,830,0,1,1,0,0,1,0,0,0,0,0,1
2325,28,114508,0.03,0.02,45,0,3,80,229,320,89,0.95,1,1,0,1,0,0,0,0,0,1,0,1,0,0
2326,63,30585,0.01,0.02,43,3,6,81,405,369,65,0.55,4293,715,0,1,0,1,0,1,0,1,1,0,0,0
2327,14,25033,0.04,0.03,76,0,4,0,436,59,52,0.85,403,403,1,1,0,0,0,1,1,1,0,0,0,0
2328,51,212582,0.03,0.03,114,3,4,20,412,41,198,0.52,6457,922,1,1,1,0,0,0,1,1,0,0,0,0
2329,19,210827,0.05,0.0,24,0,4,18,182,352,72,0.54,5253,583,1,1,1,0,0,1,1,1,1,0,0,0
2330,59,218538,0.04,0.02,71,1,0,65,398,302,236,0.04,339,339,0,1,1,0,0,0,1,0,0,1,0,0
2331,45,216020,0.04,0.01,19,0,6,6,5,479,78,0.55,1304,652,0,1,0,0,0,1,1,1,0,0,0,0
2332,45,110488,0.05,0.02,100,0,6,0,375,112,208,0.45,939,939,1,1,0,0,0,0,1,0,1,0,0,0
2333,42,150511,0.04,0.02,26,2,2,89,499,310,111,0.9,2058,686,0,1,1,0,0,0,1,1,0,0,0,0
2334,67,41817,0.01,0.03,87,3,1,38,35,27,109,0.07,3560,1186,0,1,0,0,0,0,1,1,0,0,0,0
2335,19,232212,0.03,0.03,113,0,4,25,372,183,174,0.44,3279,819,1,1,1,0,0,1,1,0,1,0,0,0
2336,64,126174,0.05,0.01,48,1,7,30,137,317,243,0.99,2810,702,0,1,1,0,0,0,1,0,1,0,0,0
2337,16,126820,0.03,0.02,49,1,2,94,36,132,47,0.13,2611,652,1,1,0,0,0,0,1,1,0,0,0,0
2338,28,247399,0.04,0.0,80,1,3,9,235,165,128,0.6,5393,1078,0,1,0,0,0,1,1,0,0,1,0,0
2339,20,56270,0.0,0.0,95,2,1,72,455,485,196,0.32,5278,879,0,1,1,0,0,1,0,0,0,0,0,1
2340,39,6829,0.06,0.0,110,1,5,89,240,253,190,0.72,4182,1045,0,1,1,0,0,1,1,1,0,0,0,1
2341,73,27415,0.05,0.01,97,3,4,93,365,176,204,0.84,1607,321,1,1,0,1,0,0,0,1,1,0,0,0
2342,58,157623,0.06,0.02,110,3,6,73,277,219,83,0.09,6451,806,1,1,0,0,0,1,1,1,0,0,0,0
2343,19,236865,0.03,0.02,8,3,4,34,106,482,223,0.62,5799,966,1,1,1,0,0,1,1,0,0,1,0,0
2344,12,243080,0.0,0.03,47,2,4,51,175,495,70,0.6,3437,859,1,1,1,0,0,0,1,1,1,0,0,0
2345,67,3625,0.05,0.01,24,3,4,56,298,287,22,0.73,4957,991,1,1,1,0,0,1,0,0,1,0,0,0
2346,58,246478,0.01,0.02,73,2,6,4,78,328,74,0.17,2172,362,0,1,1,0,0,1,1,1,0,1,0,0
2347,33,67056,0.07,0.0,90,1,0,51,395,249,172,0.38,7651,850,1,1,0,0,0,1,1,0,0,0,0,0
2348,57,76792,0.06,0.0,6,3,7,79,378,469,149,0.37,5436,906,0,1,1,0,0,1,1,0,0,0,0,0
2349,70,34904,0.07,0.01,109,0,1,16,425,262,204,0.45,3672,734,1,1,1,0,0,0,1,1,0,1,0,1
2350,75,91586,0.01,0.03,42,3,2,7,177,332,207,0.78,6888,861,0,1,0,0,0,1,1,1,1,0,0,0
2351,70,16031,0.0,0.0,25,1,2,26,422,478,29,0.07,4266,1066,0,1,0,0,0,0,1,0,0,1,0,0
2352,39,65830,0.0,0.03,108,3,4,76,218,1,35,0.96,3156,526,1,1,0,1,0,1,1,1,0,0,0,0
2353,29,17908,0.05,0.01,54,1,2,8,205,318,201,0.6,1422,711,0,1,1,0,0,1,1,1,0,1,0,0
2354,34,39469,0.03,0.0,46,2,5,39,114,353,191,0.86,6171,771,1,1,0,1,0,0,1,0,0,1,0,0
2355,77,30608,0.01,0.01,5,3,6,18,353,310,243,0.76,1770,442,1,1,0,0,0,1,0,1,0,1,0,1
2356,61,215669,0.01,0.03,0,3,6,60,90,187,139,0.13,3101,620,1,1,0,0,0,0,1,1,0,0,0,0
2357,44,172359,0.02,0.0,49,0,0,91,162,476,149,0.6,399,199,0,1,1,0,0,0,1,1,0,0,0,0
2358,34,55402,0.03,0.03,25,2,2,8,440,84,148,0.4,2720,680,1,1,1,0,0,0,1,1,1,0,0,0
2359,61,154472,0.05,0.02,115,3,7,58,438,412,0,0.51,2601,520,1,1,1,0,0,0,1,1,0,0,1,0
2360,49,59556,0.05,0.01,86,0,6,75,300,275,204,0.5,3618,904,1,1,1,0,0,0,1,1,1,0,0,0
2361,17,26459,0.04,0.02,76,3,0,16,240,173,86,0.73,2456,614,0,1,0,0,0,0,0,1,1,0,0,0
2362,42,64598,0.07,0.01,48,1,3,80,375,254,87,0.67,1367,1367,0,1,1,0,0,0,1,1,0,1,0,0
2363,18,80508,0.01,0.02,97,3,4,88,212,267,196,0.89,1672,557,0,1,0,0,0,1,0,0,0,1,0,0
2364,35,30702,0.02,0.02,89,2,1,96,210,467,211,0.02,7945,1135,1,1,0,1,0,1,1,1,0,0,0,0
2365,30,168275,0.03,0.02,22,2,3,41,170,222,214,0.44,2206,1103,1,1,1,0,0,0,0,1,0,1,0,0
2366,67,5690,0.06,0.02,14,2,6,71,254,163,212,0.68,5179,863,1,1,0,0,0,0,1,1,0,1,0,0
2367,54,46981,0.02,0.02,107,1,6,23,163,158,38,0.79,3248,649,0,0,1,0,0,0,1,1,0,1,0,0
2368,63,209429,0.01,0.02,86,0,1,28,114,11,35,0.04,4013,501,0,1,0,0,0,1,1,0,0,0,0,0
2369,25,190228,0.07,0.03,66,1,2,29,144,375,99,0.46,4212,702,0,1,0,1,0,0,1,0,0,1,0,0
2370,75,215246,0.02,0.03,66,1,7,97,306,457,79,0.78,6730,747,0,1,0,0,0,0,1,1,1,0,0,0
2371,72,7335,0.03,0.01,103,1,4,0,386,30,171,0.17,6424,713,0,1,0,0,0,0,1,0,1,0,0,0
2372,78,150376,0.0,0.01,30,3,4,1,493,327,186,0.29,1418,709,0,1,1,0,0,0,1,0,1,0,0,1
2373,46,71623,0.07,0.03,93,0,5,29,3,284,70,0.58,2690,538,0,1,0,0,0,1,0,1,0,0,0,0
2374,17,26905,0.03,0.02,92,1,7,17,472,344,74,0.3,2028,1014,0,1,1,0,0,0,1,0,1,0,0,0
2375,21,136374,0.03,0.01,17,2,4,55,93,372,156,0.8,5523,690,0,1,0,0,0,1,1,1,0,1,1,0
2376,78,127818,0.07,0.02,103,2,2,82,310,462,121,0.58,4272,854,0,1,0,0,0,1,1,1,1,0,0,1
2377,31,160399,0.0,0.0,97,3,6,0,229,178,210,0.74,2684,894,1,1,1,0,0,0,1,0,1,0,0,0
2378,48,44129,0.01,0.0,107,2,7,91,55,428,220,0.02,3021,755,1,1,1,0,0,1,0,0,0,1,0,0
2379,55,135705,0.05,0.01,53,0,1,53,246,115,173,0.44,1270,423,0,1,1,0,0,1,1,0,0,1,0,1
2380,74,16136,0.05,0.01,14,3,7,34,274,244,46,0.48,7361,920,1,1,0,0,0,1,1,0,1,0,0,0
2381,37,6611,0.02,0.0,21,1,2,76,412,0,15,0.11,3505,438,0,1,0,1,0,1,1,0,0,1,0,0
2382,38,111023,0.01,0.02,101,2,7,92,175,107,96,0.1,1598,799,1,1,1,0,0,0,1,1,0,1,0,0
2383,31,218508,0.04,0.03,63,0,7,84,244,84,78,0.85,1241,620,0,1,1,0,0,1,1,1,0,1,0,1
2384,42,19834,0.05,0.02,35,3,0,70,408,155,66,0.86,3626,725,0,1,0,0,1,0,1,1,0,0,0,0
2385,32,77443,0.02,0.03,20,1,7,8,24,339,102,0.59,7526,836,0,1,1,0,0,1,1,1,1,0,0,0
2386,74,34134,0.06,0.01,102,2,6,17,55,350,192,0.96,2616,523,0,1,0,0,0,0,1,1,0,0,0,0
2387,19,114509,0.05,0.0,78,2,7,57,188,42,170,0.86,6513,930,1,1,1,0,0,0,0,0,0,1,0,0
2388,22,190123,0.03,0.01,77,0,6,21,292,110,82,0.05,1720,430,1,1,1,0,0,1,1,0,1,0,0,0
2389,41,141281,0.04,0.01,16,3,7,49,121,89,195,0.26,4239,847,0,1,1,0,0,1,1,0,0,0,0,0
2390,50,12428,0.03,0.02,2,2,7,45,104,445,59,0.84,6435,804,0,1,0,0,1,1,0,1,0,0,0,0
2391,48,182623,0.06,0.01,41,0,7,68,239,414,34,0.27,3877,775,0,1,1,0,0,0,1,0,0,1,0,0
2392,44,221401,0.0,0.01,96,3,2,26,1,140,102,0.97,4276,534,0,1,0,1,0,1,1,0,0,1,0,0
2393,39,35232,0.02,0.02,45,1,1,25,392,114,215,0.65,5908,738,1,1,1,0,0,0,1,1,0,0,0,0
2394,66,166520,0.05,0.03,52,0,3,40,440,34,88,0.46,1175,1175,0,1,0,0,0,1,1,0,0,1,0,0
2395,32,243296,0.0,0.02,70,1,6,9,84,303,84,0.4,3336,834,1,1,1,0,0,1,1,0,0,1,0,0
2396,29,55970,0.0,0.02,100,1,2,89,224,407,181,0.51,5813,484,0,1,1,0,0,0,1,1,0,1,0,0
2397,51,158104,0.0,0.02,113,1,7,42,451,440,47,0.03,2948,982,0,1,0,1,0,0,1,0,0,0,0,0
2398,19,159719,0.06,0.02,108,2,1,68,387,312,180,0.23,7722,772,1,1,1,0,0,0,1,1,1,0,0,0
2399,63,30731,0.02,0.02,97,3,2,76,364,185,119,0.21,132,132,0,1,1,0,0,0,1,1,0,1,0,0
2400,36,234019,0.07,0.03,20,2,2,67,246,308,55,0.93,5169,646,1,1,1,0,0,0,0,1,0,1,0,0
2401,56,123306,0.03,0.0,10,1,1,3,287,424,227,0.99,3161,632,0,1,0,0,0,0,1,0,0,1,0,0
2402,37,155341,0.05,0.01,98,1,2,0,412,35,129,0.34,2383,340,0,1,0,1,0,1,0,1,1,0,0,0
2403,29,204254,0.04,0.02,40,0,2,13,492,271,57,0.17,3518,879,1,0,1,0,0,1,1,1,1,0,1,0
2404,52,152723,0.04,0.02,37,2,4,21,455,278,23,0.61,3313,828,0,1,0,0,0,0,0,1,0,0,0,0
2405,44,44769,0.02,0.02,97,1,4,90,207,189,125,0.08,3479,579,0,1,1,0,0,0,1,1,0,1,0,1
2406,45,75237,0.07,0.02,22,3,2,40,315,426,89,0.96,1089,544,0,1,0,1,0,1,1,0,0,0,0,0
2407,34,27891,0.04,0.01,1,3,5,75,251,65,100,0.6,4758,528,1,1,0,1,0,0,1,1,1,0,0,0
2408,41,157958,0.01,0.0,92,3,7,24,451,347,74,0.27,3461,1153,0,1,1,0,0,0,1,0,0,0,0,0
2409,12,19863,0.03,0.0,10,2,6,73,103,151,143,0.15,4412,882,1,1,0,0,0,0,1,1,0,0,0,0
2410,63,68049,0.0,0.03,44,3,0,51,380,246,177,0.65,6879,859,0,1,1,0,0,0,1,0,1,0,0,0
2411,57,202387,0.0,0.0,3,0,0,83,245,318,104,0.9,5942,848,0,1,0,0,0,1,1,1,0,1,0,0
2412,30,55596,0.04,0.01,118,3,1,6,361,174,65,0.89,2617,872,0,1,1,0,0,0,1,1,1,0,0,0
2413,22,35849,0.03,0.01,72,3,6,86,96,434,192,0.5,2788,929,0,1,1,0,0,0,1,0,1,0,0,0
2414,30,111340,0.02,0.03,13,3,5,70,148,349,59,0.14,727,727,0,1,1,0,0,0,1,0,0,1,0,1
2415,68,87544,0.04,0.01,47,1,1,68,334,405,228,0.96,135,135,0,1,1,0,0,1,0,1,1,0,0,0
2416,38,213614,0.03,0.03,35,3,6,75,128,421,249,0.34,1602,801,0,1,0,0,0,1,1,1,0,0,0,0
2417,77,439,0.01,0.01,42,3,3,73,17,430,213,0.79,3954,790,1,1,0,0,0,1,1,1,0,1,0,1
2418,18,107290,0.03,0.03,60,3,6,10,140,423,20,0.45,2549,509,0,1,1,0,0,0,0,0,1,0,0,0
2419,65,19839,0.02,0.01,47,1,5,35,155,210,215,0.94,4606,767,0,1,0,1,0,1,1,1,1,0,0,0
2420,64,245497,0.05,0.01,56,2,6,11,46,162,198,0.95,3558,711,0,1,0,0,0,0,1,0,1,0,0,0
2421,51,57579,0.07,0.02,48,2,2,73,454,2,84,0.73,2958,739,0,1,1,0,0,1,1,1,0,1,0,0
2422,14,186178,0.01,0.03,112,0,4,69,136,450,60,0.77,1404,1404,1,1,0,0,0,1,1,0,1,0,0,0
2423,19,42033,0.01,0.03,109,2,3,96,445,335,123,0.88,8552,950,0,1,0,0,0,0,1,0,0,1,0,1
2424,72,91481,0.04,0.01,53,2,5,99,325,66,190,0.36,3447,689,0,1,0,1,0,1,1,1,0,0,0,0
2425,38,194724,0.04,0.03,35,0,0,90,384,472,127,0.72,8346,758,0,1,0,1,0,0,1,1,1,0,0,0
2426,36,209319,0.07,0.01,85,1,0,55,15,191,119,0.55,2848,712,1,1,0,1,0,0,1,1,0,0,0,0
2427,59,201714,0.06,0.03,60,0,4,94,110,229,53,0.37,7826,782,0,1,1,0,0,1,1,1,0,0,0,0
2428,39,50272,0.04,0.01,111,0,0,91,255,3,195,0.05,1574,787,1,1,1,0,0,0,0,1,0,1,0,0
2429,17,21507,0.07,0.02,99,2,5,2,234,19,102,0.65,4696,587,1,1,0,0,0,1,1,1,0,1,0,0
2430,45,4957,0.05,0.03,60,0,5,94,245,245,88,0.36,5810,830,0,1,0,0,0,1,1,1,0,1,0,0
2431,39,59112,0.0,0.03,103,0,3,52,28,327,46,0.83,1209,604,1,1,1,0,0,1,1,1,1,0,0,0
2432,27,173193,0.07,0.02,45,3,1,66,193,49,52,0.06,2182,545,0,1,1,0,0,0,0,0,1,0,0,0
2433,67,71986,0.0,0.03,50,3,4,83,371,407,139,0.05,2976,744,1,1,0,1,0,0,1,1,0,0,0,1
2434,73,196584,0.06,0.03,113,0,5,99,466,426,20,0.12,3122,624,0,1,1,0,0,0,0,0,1,0,0,0
2435,20,113781,0.01,0.03,17,3,4,46,426,180,196,0.62,8479,1059,0,1,1,0,0,0,1,0,1,0,0,0
2436,43,69768,0.01,0.03,114,3,1,7,209,162,246,0.36,3848,769,1,1,1,0,0,1,1,1,0,1,0,0
2437,74,166503,0.02,0.02,101,0,0,67,239,148,59,0.32,4773,681,0,1,0,0,0,0,1,0,0,0,0,0
2438,63,9793,0.02,0.0,24,2,2,71,406,25,5,0.88,1509,503,0,1,1,0,0,1,1,1,0,1,0,0
2439,17,162887,0.0,0.01,20,3,6,78,468,283,210,0.04,4696,782,0,1,0,0,0,1,0,0,1,0,0,0
2440,15,136463,0.01,0.01,2,1,6,45,162,196,56,0.87,671,671,0,1,0,0,0,0,1,1,0,0,0,0
2441,25,141632,0.0,0.02,35,0,0,95,37,381,134,0.67,1501,750,1,1,1,0,0,1,1,0,0,0,0,0
2442,51,112448,0.07,0.0,68,3,6,30,20,499,50,0.09,5083,1016,0,1,0,1,0,1,1,0,1,0,0,0
2443,65,193286,0.06,0.01,97,3,6,66,126,26,214,0.78,3715,743,0,1,0,0,0,1,0,1,0,1,0,0
2444,22,214693,0.03,0.01,115,0,2,33,305,75,162,0.0,4294,1073,0,1,0,0,0,1,1,1,1,0,0,0
2445,30,110911,0.03,0.03,33,2,5,64,159,342,19,0.81,2479,495,1,1,0,0,0,0,0,1,0,1,1,0
2446,78,156203,0.03,0.01,2,1,7,22,220,159,198,0.28,4933,822,0,1,1,0,0,1,1,1,1,0,0,0
2447,37,78641,0.07,0.01,93,3,6,36,424,36,74,0.52,2941,735,0,1,0,0,0,0,1,0,0,1,0,0
2448,72,52099,0.05,0.03,116,3,7,10,354,129,192,0.98,3975,795,0,1,0,1,0,1,0,1,0,0,0,0
2449,24,23912,0.01,0.0,83,2,5,32,111,77,182,0.85,2532,844,1,1,0,0,0,1,1,1,1,0,0,0
2450,20,248161,0.04,0.01,9,1,0,88,440,78,79,0.21,4152,830,1,1,1,0,0,0,1,1,0,0,0,0
2451,40,234195,0.06,0.0,44,3,4,92,465,11,193,0.29,4537,907,1,1,1,0,0,1,1,0,0,1,0,0
2452,73,74375,0.01,0.01,117,3,5,18,6,302,20,0.02,7,7,0,1,1,0,0,0,1,0,0,0,0,0
2453,51,120042,0.05,0.01,68,1,0,61,432,351,67,0.12,7200,720,0,1,0,1,0,1,0,0,0,0,0,0
2454,46,167941,0.0,0.0,39,2,2,90,497,94,223,0.27,5262,877,0,1,0,0,0,1,1,0,0,1,0,0
2455,30,167846,0.04,0.01,42,1,3,35,181,215,173,0.11,2214,738,1,1,0,0,1,0,1,0,0,1,0,0
2456,44,133922,0.03,0.02,22,2,0,26,279,154,51,0.07,2250,450,0,1,0,0,0,0,1,1,1,0,0,0
2457,42,207446,0.05,0.01,35,1,0,60,21,183,16,0.2,1689,563,0,1,0,0,0,0,1,1,0,1,0,0
2458,76,246606,0.05,0.03,24,0,3,49,377,35,19,0.8,4533,906,0,1,1,0,0,0,0,1,0,1,0,1
2459,39,142812,0.03,0.03,38,2,4,50,236,192,77,0.46,1319,439,0,1,1,0,0,1,1,1,0,1,0,0
2460,27,222164,0.01,0.0,57,2,4,83,164,276,134,0.48,2646,661,0,1,0,0,1,1,0,1,0,1,0,0
2461,78,73377,0.05,0.02,63,3,5,31,233,472,196,0.57,4727,787,0,1,1,0,0,1,1,1,0,1,0,1
2462,16,110888,0.03,0.03,71,1,4,26,211,401,91,0.6,1075,268,1,1,0,1,0,0,0,1,1,0,0,0
2463,38,225638,0.0,0.03,96,0,6,41,223,379,78,0.17,4508,901,0,1,1,0,0,1,1,1,1,0,1,0
2464,66,137243,0.03,0.03,0,0,7,97,67,495,35,0.62,2195,548,0,1,1,0,0,0,0,1,0,1,0,0
2465,38,143187,0.07,0.0,19,1,5,34,99,425,193,0.08,2873,718,1,1,1,0,0,1,1,1,1,0,0,0
2466,36,93236,0.02,0.0,23,0,5,1,56,254,65,0.35,4364,872,1,1,0,0,0,0,1,0,0,1,0,0
2467,62,95113,0.07,0.01,52,0,6,83,338,95,237,0.88,3823,955,0,1,1,0,0,1,1,0,0,1,0,0
2468,79,178181,0.01,0.0,42,3,3,25,101,476,92,0.42,449,449,0,0,1,0,0,1,0,0,0,0,0,0
2469,20,69762,0.03,0.01,102,1,4,42,462,107,97,0.28,5886,735,1,1,1,0,0,0,1,1,0,0,0,0
2470,39,7574,0.03,0.0,88,1,7,96,243,280,113,0.19,2522,630,1,1,0,0,0,0,1,1,1,0,0,0
